id;cvoie;cdgi;typo;typo_min;date_arret;siecle;statut;typvoie;prevoie;nomvoie;arrdt;quartier;feuille;debut;fin;longueur;largeur;n_pair;n_impair;alignement;servitude;historique;denomination;classement;observation;numerotage;orig;declassement;nivellement;assainissement;ouverture;geo_point_2d;validite
"10645";;;RUE DU FAUBOURG MONTMARTRE;rue du Faubourg Montmartre;;;Voie publique de la Ville de Paris;rue;du;Faubourg Montmartre;"[ ""09e"" ]";"[ ""Faubourg-Montmartre"" ]";"[ ""71A3"", ""50D4"" ]";"boulevard Montmartre, 2 et boulevard Poissonnière, 32.";"rue Fléchier, 4 et rue Lamartine, 43.";635;20;"72";"67";"Non retenus au POS et non repris au PLU : Côté impair : Ordonnance du 10 mai 1840 : 1° entre le n° 31 (exclu) et la rue de Provence ; 2° entre la rue La Fayette et le n° 63 (exclu). Arrêté du 12 février 1938, le surplus, ainsi qu'un pan coupé de 10 m à l'angle de la rue La Fayette, côté impair. Côté pair : Arrêté du 12 février 1938 : 1° entre le boulevard Poissonnière et la rue Buffault ; 2° entre la rue La Fayette et la rue de Châteaudun. Cet arrêté rapporte : 1° l'alignement approuvé par décret du 25 avril 1885 entre la rue Buffault et la rue La Fayette ; 2° l'alignement approuvé par ordonnance du 10 mai 1840 entre la place Kossuth et la rue Lamartine.";;Cette voie figure à l'état de chemin sur les plus anciens plans de Paris. Elle a porté pendant la Révolution le nom de rue du Faubourg Montmarat.;;;;;Principale rue du faubourg situé entre Paris et l'abbaye de Montmartre.;"Délibération du 19 janvier 1998, au droit du n° 15.";Arrêté du 12 février 1938.;;;"lat: 48.87405447129939, lon: 2.341951679400431";Dénomination actuelle
"13964";;;RUE VAUCANSON;rue Vaucanson;1817/09/27;"19";Voie publique de la Ville de Paris;rue;;Vaucanson;"[ ""03e"" ]";"[ ""Arts et Metiers"" ]";"[ ""72C1"" ]";"rues Réaumur et de Turbigo, 53.";"rue du Vertbois, 29.";195;10;"6";"5";"Non retenus au POS et non repris au PLU : Décret du 23 août 1858, côté impair, sur une longueur de 28 m environ à partir de la rue Réaumur, et, côté pair, entre les rues de Turbigo et Conté. Ordonnance du 14 janvier 1829, le surplus. Arrêté du 12 mars 1970, sur une longueur de 15 m à partir d'un point situé à 99 m environ de la rue Conté (au droit de la rue Ferdinand Berthoud, supprimée).";;;"Décision ministérielle du 27 septembre 1817, partie A.";;;;"Jacques de Vaucanson (1709-1782), ingénieur mécanicien français ; voisinage du Conservatoire National des Arts et Métiers.";;;;"Décret du 23 août 1858, sur une longueur de 24 m environ à partir de la rue Réaumur (jusqu'à la rue du Général Morin supprimée). Décret du 21 mars 1813 et décision ministérielle du 9 octobre 1816, le surplus (A). Cette dernière partie a été ouverte en 1817.";"lat: 48.866432319385765, lon: 2.35624996003273";Dénomination actuelle
"13346";;;IMPASSE RUFFIN;impasse Ruffin;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;impasse;;Ruffin;"[ ""08e"" ]";"[ ""Champs-Élysées"" ]";"[ ""68D1"", ""68D2"" ]";"avenue Montaigne, 47.";;43;1.4;"4";;;;;;;;;"M. Ruffin, propriétaire.";;;;;"lat: 48.8678311857507, lon: 2.3069737535702806";Dénomination actuelle
"15397";;;COUR DE L'ILE LOUVIERS;cour de l'Île Louviers;2021/10/12;"21";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;cour;de l';Île Louviers;"[ ""04e"" ]";"[ ""Arsenal"" ]";"[ ""92D3"", ""92C4"" ]";passage de l'Île Louviers.;"boulevard Morland, 17.";59;39;"8";"7";;;Précédemment dénommée voie C/4;Décision municipale du 12 octobre 2021.;;;;"En rappel d'une île historique de la Seine, dite île Louviers, qui a été rattachée à la rive droite.";;;;;"lat: 48.84988043267604, lon: 2.3630899403801005";Dénomination actuelle
"12557";;;PASSAGE DES ORGUES;passage des Orgues;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;des;Orgues;"[ ""03e"" ]";"[ ""Arts et Metiers"" ]";"[ ""72C1"" ]";"rue Meslay, 36.";"boulevard Saint-Martin, 29.";30;2.9;"-";"1";;;;;;;;Conduisait à une fabrique d'orgues.;;;;;"lat: 48.86818655527702, lon: 2.358740525617061";Dénomination actuelle
"15369";;;RUE CATHERINE DE LA ROCHEFOUCAULD;rue Catherine de La Rochefoucauld;2020/10/06;"21";Voie publique de la Ville de Paris;rue;;Catherine de La Rochefoucauld;"[ ""09e"" ]";"[ ""Saint-Georges"" ]";"[ ""50D3"", ""50D1"" ]";"rue Saint-Lazare, 52.";"rue Jean-Baptiste Pigalle, 52.";440;10;"66";;Non retenus au POS et non repris au PLU : Ordonnance du 1er juillet 1834.;;Précédemment rue de La Rochefoucauld dénommée en 1790. Antérieurement c'était la ruelle ou rue de la Tour des Dames (plan de Turgot). La partie entre les rues Saint-Lazare et de la Tour des Dames est indiquée sur un plan de 1672 (Jouvin de Rochefort). Elle a été prolongée jusqu'à la rue Jean-Baptiste Pigalle au commencement du XVIIIe siècle.;"Délibération municipale des 6, 7 et 8 octobre 2020";;;;"Catherine de La Rochefoucauld, née Catherine de La Rochefoucauld-Cousage, décédée en 1760, abbesse de Montmartre de 1731 à 1760; ancien territoire de l'abbaye.";;;;;"lat: 48.87885086104102, lon: 2.334718598954302";Dénomination actuelle
"14070";;;RUE VILLEDO;rue Villedo;1655/01/01;"17";Voie publique de la Ville de Paris;rue;;Villedo;"[ ""01e"" ]";"[ ""Palais-Royal"" ]";"[ ""70D2"", ""70D1"" ]";"rue de Richelieu, 41.";"rue Sainte-Anne, 32-32 bis.";113;10;;;Non retenus au POS et non repris au PLU : Ordonnance du 4 octobre 1826.;;"Tracée en 1639. Dénommée rue Villedo, en 1655.";;;;;"Guillaume et François Villedo, maîtres généraux des bâtiments du roi et oeuvres de maçonnerie, possédaient des maisons dans cette rue au XVIIe siècle.";;;;;"lat: 48.866226460022915, lon: 2.3363543396399553";Dénomination actuelle
"11216";;;CITE D'HAUTEVILLE;cité d'Hauteville;;;Voie publique de la Ville de Paris;cité;d';Hauteville;"[ ""10e"" ]";"[ ""Porte-Saint-Denis"" ]";"[ ""51D3"", ""51D4"" ]";"rue d'Hauteville, 82.";"rue de Chabrol, 51.";155;12;"16";"5";Non retenus au POS et non repris au PLU : Arrêté du 16 janvier 1933.;;"Précédemment, cité Ferdinand Bal, pour une partie.";;Arrêté du 16 janvier 1933.;;"Arrêté du 20 mars 1952, nos 5, 12 et 14.";Voisinage de la rue d'Hauteville.;;Arrêté du 16 janvier 1933.;;;"lat: 48.87644974414309, lon: 2.3519986972591735";Dénomination actuelle
"13912";;;RUE TURGOT;rue Turgot;;;Voie publique de la Ville de Paris;rue;;Turgot;"[ ""09e"" ]";"[ ""Rochechouart"" ]";"[ ""51C4"", ""51C2"" ]";"rue de Rochechouart, 53, et rue Condorcet, 32.";"avenue Trudaine, 15.";210;13;"26";"31";"Non retenus au POS et non repris au PLU : Ordonnance du 23 août 1833, sauf au droit des nos 18 et 20.";;;;;;"Note du Directeur Technique de la Voirie Parisienne en date du 16 juillet 1954, nos 6 et 8.";"Michel Etienne Turgot (1696-1751), prévôt des marchands.";;;;Ordonnance du 23 août 1833.;"lat: 48.880543978207626, lon: 2.345232228595131";Dénomination actuelle
"13287";;;RUE DE ROHAN;rue de Rohan;;;Voie publique de la Ville de Paris;rue;de;Rohan;"[ ""01e"" ]";"[ ""Palais-Royal"" ]";"[ ""70D3"" ]";"rue de Rivoli, 172.";"rue Saint-Honoré, 157.";40;22;"4";"3";Non retenus au POS et non repris au PLU : Décret du 3 mai 1854.;"Les immeubles riverains nos 1, 2, 3 et 4 sont assujettis à une servitude d'architecture (décret du 23 décembre 1852).";Cette voie portait le nom de rue Marceau en 1796.;;;;;"Le cardinal de Rohan, grand aumônier de France, administrateur de l'hôpital des Quinze-Vingts, sur l'emplacement duquel cette rue fut ouverte.";;;;"Ouverte en 1780 (lettres patentes du 16 décembre 1779) (larg. : 7,80 m).";"lat: 48.862981952351056, lon: 2.3354208260979505";Dénomination actuelle
"12783";;;RUE DES PETITES ECURIES;rue des Petites Écuries;;;Voie publique de la Ville de Paris;rue;des;Petites Écuries;"[ ""10e"" ]";"[ ""Porte-Saint-Denis"" ]";"[ ""71B2"", ""71A2"" ]";"rue du Faubourg Saint-Denis, 71.";"rue du Faubourg Poissonnière, 42.";476;9.4;"58";"61";Non retenus au POS et non repris au PLU : Décision ministérielle du 18 thermidor an IX.;;"Précédemment rue des Petites Ecuries du Roi ; avant 1780, c'était un ancien chemin longeant le grand égout.";;;;;"Les petites écuries du roi étaient situées, à la fin du XVIIIe siècle, à l'angle de cette rue et de la rue du Faubourg Saint-Denis.";;"Décret du 25 janvier 1895, au droit du n° 27. Décret du 27 juillet 1898, au droit du n° 37.";;;"lat: 48.87360768879912, lon: 2.3512172549950425";Dénomination actuelle
"11115";;;PASSAGE DES GRAVILLIERS;passage des Gravilliers;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;des;Gravilliers;"[ ""03e"" ]";"[ ""Sainte-Avoye"" ]";"[ ""72C3"" ]";"rue Chapon, 10.";"rue des Gravilliers, 19.";54;3.6;"8";"7";;;"Précédemment, passage Chapon.";;;;;Voisinage de la rue des Gravilliers.;;;Arrêté municipal du 20 mars 1984.;Ouvert en 1829.;"lat: 48.863466741588766, lon: 2.356897966828803";Dénomination actuelle
"12630";;;RUE DE LA PARCHEMINERIE;rue de la Parcheminerie;1450/01/01;"15";Voie publique de la Ville de Paris;rue;de la;Parcheminerie;"[ ""05e"" ]";"[ ""Sorbonne"" ]";"[ ""91C2"", ""91C1"" ]";"rue Saint-Jacques, 28.";"rue de la Harpe, 41.";122;12;"32";"33";"Non retenus au POS et non repris au PLU : Ordonnance du 22 août 1840, partie B et côté impair de la partie A. Décret du 7 décembre 1911 (UP), côté pair de la partie A et pan coupé, côté impair, à l'angle de la rue Saint-Jacques.";;"En 1273, c'était la rue des Ecrivains ou de l'Escrivenerie ; au XVe siècle, la rue des Parcheminiers ou de la Parcheminerie.";;;"Larg. : 12 m entre la rue Saint-Jacques et la rue des Prêtres Saint-Séverin (A) ; 10 m entre la rue des Prêtres Saint-Séverin et la rue de la Harpe (B).";;Les parcheminiers s'y étaient établis autrefois.;;"Décret du 7 décembre 1911, partie B.";;;"lat: 48.851649864026605, lon: 2.345096739891147";Dénomination actuelle
"9191";;;RUE BASSE DES CARMES;rue Basse des Carmes;;;Voie publique de la Ville de Paris;rue;;Basse des Carmes;"[ ""05e"" ]";"[ ""Sorbonne"" ]";"[ ""91D3"", ""91C4"" ]";"rue de la Montagne Sainte-Geneviève, 8.";"rue des Carmes, 3.";58;11.5;;"9";Non retenus au POS et non repris au PLU : Ordonnance du 6 juin 1847.;;;;;;;Ouverte sur l'emplacement de l'ancien couvent des Carmes.;;;;Décret du 30 janvier 1811.;"lat: 48.849263221482616, lon: 2.3481934563998523";Dénomination actuelle
"11207";;;RUE DE LA HARPE;rue de la Harpe;1851/05/10;"19";Voie publique de la Ville de Paris;rue;de la;Harpe;"[ ""05e"" ]";"[ ""Sorbonne"" ]";"[ ""91C2"", ""91C1"" ]";"rue de la Huchette, 31.";"boulevard Saint-Germain, 98.";220;12;"34";"55";"Non retenus au POS et non repris au PLU : Décret du 25 septembre 1883. Les immeubles portant les nos 5, 7, 9, 11 et 15 sont exempts de la servitude de reculement.";;"Précédemment rue de la Harpe et partie de la rue de la Vieille Boucherie. L'ancienne rue de la Harpe existait à l'état de chemin à la fin du XIIe siècle. La partie comprise entre le boulevard Saint-Germain et la rue Monsieur le Prince a été absorbée par le boulevard Saint-Michel. Celle comprise entre la rue de l'Ecole de Médecine et la rue Monsieur le Prince a été appelée : rue Saint-Côme et rue Saint-Damien (1254-1279) puis rue aux Hoirs d'Harcourt. Celle comprise entre la rue Saint-Séverin et la rue de l'Ecole de médecine était rue de la Juiverie et rue de la Vieille Juiverie, vicus Cithare in Judearia (1247), vicus Judeorum (1257), vicus Harpe (1270), vicus Herpe ou vicus de Cithara (1254), rue de la Herpe ou de la Harpe. La partie voisine de la rue Monsieur le Prince avait porté le nom de rue Gibard ou Gibert. En 1636, on distingue les rues de la Harpe et Saint-Côme. L'ancienne rue de la Vieille Boucherie, actuellement partie de la rue de la Harpe entre la rue de la Huchette et la rue Saint-Séverin, a porté depuis le XIIIe siècle les noms suivants : Vicus Reginaldi Citharatoris (1247), vicus Reginaldi dicti le Harpeur (1265), vicus Vetus Bouclearia, vicus Vetus Judearia, rue de la Vieille Boucherie (1272), rue de la Petite Bouclerie (1300), rue de l'Abreuvoir Mascon (1391), rue Neuve Mâcon ou rue de l'Abreuvoir Mâcon (1401), rue de l'Abreuvoir Mâcon, autrement rue Neuve Saint-Michel (1409), rue Neuve du Pont Saint-Michel, dite de la Bouclerie (1406), rue de la Grant Bouclerie (1405), rue Neuve Saint-Michel (1469), rue de la Vieille Bouclerie. La rue de la Harpe a également été appelée rue Neuve Outre la Porte Saint-Michel.";"Arrêté préfectoral du 10 mai 1851, réunion de l'ancienne rue de la Harpe, comprise entre les rues Saint-Séverin et Monsieur le Prince, avec la partie de la rue de la Vieille Boucherie, comprise entre les rues de la Huchette et Saint-Séverin, sous le nom de rue de la Harpe.";;;Arrêté du 10 décembre 1877.;"Ainsi appelée dès le XIIIe siècle, à cause d'une enseigne.";;Décret du 25 septembre 1883.;;;"lat: 48.85223747291301, lon: 2.344299450503839";Dénomination actuelle
"14118";;;QUAI VOLTAIRE;quai Voltaire;1791/05/04;"18";Voie publique de la Ville de Paris;quai;;Voltaire;"[ ""06e"", ""07e"" ]";"[ ""Saint-Germain-des-Prés"", ""Saint-Thomas-d'Aquin"" ]";"[ ""90B1"", ""90A1"" ]";"rue des Saints-Pères, 2, et pont du Carrousel.";"rue du Bac, 1, et pont Royal.";308;21;;;"Retenus au PSMV du VIIe ardt : Ordonnance royale du 29 avril 1839, au droit des nos 1 à 35.";;"On ne le distinguait pas d'abord du quai Malaquais. En 1642, on l'appela quai des Théatins.";Arrêté du 4 mai 1791.;;;;"François Marie Arouet, dit Voltaire (1694-1778), écrivain français. Voltaire est mort dans l'hôtel du marquis de Villette, qui fait le coin de la rue de Beaune et du quai.";;;;Construit en 1669.;"lat: 48.85889275097541, lon: 2.3313985997959676";Dénomination actuelle
"10660";;;RUE FELIBIEN;rue Félibien;;;Voie publique de la Ville de Paris;rue;;Félibien;"[ ""06e"" ]";"[ ""Odéon"" ]";"[ ""90D1"" ]";rue Clément.;"rue Lobineau, 2.";74;11.5;"6";"3";Non retenus au POS et non repris au PLU : Ordonnance du 12 mai 1841.;;;;;;;"Michel Félibien (1666-1719), bénédictin et historien de Paris ; voisinage de l'abbaye Saint-Germain des Prés.";;;;Décret ministériel du 12 novembre 1817.;"lat: 48.852126041037465, lon: 2.3366518168372283";Dénomination actuelle
"9589";;;RUE DU CANIVET;rue du Canivet;;;Voie publique de la Ville de Paris;rue;du;Canivet;"[ ""06e"" ]";"[ ""Odéon"" ]";"[ ""90D3"" ]";"rue Servandoni, 10.";"rue Férou, 5 et Henry de Jouvenel, 3.";45;10;"6";"3";Non retenus au POS et non repris au PLU : Ordonnance du 3 avril 1843.;;Elle existait au milieu du XVIe siècle et a porté le nom de rue du Ganivet.;;;;;Enseigne du Canivet (petit canif) ou corruption du nom du premier propriétaire Jean Caminet.;;;;;"lat: 48.850149288085106, lon: 2.3343400897557283";Dénomination actuelle
"12413";;;RUE DE MULHOUSE;rue de Mulhouse;1844/06/21;"19";Voie publique de la Ville de Paris;rue;de;Mulhouse;"[ ""02e"" ]";"[ ""Mail"" ]";"[ ""71C2"", ""71A4"" ]";"rue de Cléry, 27.";"rue des Jeûneurs, 7.";78;12;"8";"13";Non retenus au POS et non repris au PLU : Ordonnance du 24 janvier 1843.;;;Décision ministérielle du 21 juin 1844.;;;;"Ville d'Alsace célèbre par ses manufactures ; quartier commerçant.";;;;Ordonnance du 24 janvier 1843.;"lat: 48.868661693371145, lon: 2.3469466999671464";Dénomination actuelle
"10990";;;RUE GEOFFROY L'ASNIER;rue Geoffroy l'Asnier;;;Voie publique de la Ville de Paris;rue;;Geoffroy l'Asnier;"[ ""04e"" ]";"[ ""Saint-Gervais"" ]";"[ ""92A3"" ]";"quai de l'Hôtel de Ville, 28.";"rue François Miron, 48.";190;5.8;"38";"31";"Non retenus au PSMV du Marais : Ordonnance du 4 mars 1836 : 1° côté impair, depuis la rue Grenier sur l'Eau jusqu'à un point situé à 1,80 m au-delà de la limite séparative des nos 27 et 29 ; 2° côté pair, sur une longueur de 18 m environ avant la rue François Miron. Arrêté du 5 mars 1945, le surplus et pan coupé circulaire à l'angle du côté pair de la rue Grenier sur l'Eau.";;Elle existait en 1300. On l'a appelée rue Frogier l'Asnier et rue Forgier l'Asnier.;;;;;Corruption de Frogier l'Asnier.;;Arrêté du 5 mars 1945.;;;"lat: 48.85495579372128, lon: 2.3566200302862597";Dénomination actuelle
"12502";;;RUE DES NONNAINS D'HYERES;rue des Nonnains d'Hyères;;;Voie publique de la Ville de Paris;rue;des;Nonnains d'Hyères;"[ ""04e"" ]";"[ ""Saint-Gervais"" ]";"[ ""92C1"", ""92A3"" ]";"quai de l'Hôtel de Ville, et quai des Célestins, 46.";"rue de Jouy, 1, et rue Charlemagne, 25.";139;18;"14";"13";"Non retenus au PSMV du Marais : Arrêté du 5 mars 1945, côté impair, entre les rues de l'Hôtel de Ville et de Jouy. Arrêté du 27 août 1947, côté pair.";;Elle existait en 1182. Précédemment rue des Nonnaindières.;;;;Arrêté du 28 octobre 1952.;"Les religieuses bénédictines de l'abbaye d'Yerres (Essonne) y avaient une maison, acquise en 1182. Corruption de ce nom.";;Arrêté du 27 août 1947.;;;"lat: 48.853964532297745, lon: 2.358328440516327";Dénomination actuelle
"13956";;;RUE DE VARENNE;rue de Varenne;1850/01/08;"19";Voie publique de la Ville de Paris;rue;de;Varenne;"[ ""07e"" ]";"[ ""Invalides"", ""Saint-Thomas-d'Aquin"" ]";"[ ""90C1"", ""89A4"" ]";"rue de la Chaise, 14.";"boulevard des Invalides, 17.";930;10.3;"102";"79";"Retenus au PSMV du VIIe ardt : Ordonnance royale du 7 mars 1827, au droit des nos 8, 14, 16, 22 à 44, 50 à 54, 86 à 102, 1 à 7, 13 à 27, 31 à 47, 53 à 69 et 77 à 79.
Non retenus au PSMV du VIIe ardt : Ordonnance royale du 7 mars 1827 sauf au droit des nos 8, 14, 16, 22 à 44, 50 à 54, 86 à 102, 1 à 7, 13 à 27, 31 à 47, 53 à 69 et 77 à 79.";;"Précédemment rue de la Planche et rue de Varenne. La rue de Varenne, en 1850, était comprise entre la rue du Bac et le boulevard des Invalides. La rue de la Planche s'étendait entre les rues du Bac et de la Chaise. La rue de Varenne, ouverte au commencement du XVIIe siècle, s'est appelée rue du Plessis et rue de la Garenne ou rue de la Varenne. La rue de la Planche reçut ce nom en 1640 ; c'était, antérieurement, une partie de la rue de Varenne.";"Décision ministérielle du 8 janvier 1850, réunissant la rue de la Planche à la rue de Varenne.";;;"Arrêté du 29 septembre 1874, nos 49 à 65.";"Dû à la grande garenne du fief de Saint-Germain des Prés, sur laquelle cette voie a été percée.";;Décret du 28 septembre 1854.;;;"lat: 48.85469805354327, lon: 2.3209923911113304";Dénomination actuelle
"14083";;;RUE DES VINAIGRIERS;rue des Vinaigriers;;;Voie publique de la Ville de Paris;rue;des;Vinaigriers;"[ ""10e"" ]";"[ ""Porte-Saint-Martin"" ]";"[ ""72B1"", ""72A1"" ]";"rue Jean Poulmarch, 21 et quai de Valmy, 89.";"rue du Faubourg Saint-Martin, 100.";385;10;;"21";Non retenus au POS et non repris au PLU : Ordonnance du 31 mars 1847.;;"Elle a porté les noms de ruelle des Vinaigriers sur le plan de Delagrive (1728) et de rue Carême Prenant sur le plan de Gomboust (1652). D'après Jaillot, elle était appelée, sur le plan de la même époque, ruelle de l'Héritier. En 1946, la partie comprise entre le quai de Valmy, 73, et le quai de Valmy, 87, a pris le nom de rue Jean Poulmarch.";;;;Arrêté du 31 décembre 1881.;Lieu-dit (XVIIIe siècle).;;;;;"lat: 48.87319362280476, lon: 2.360915958230663";Dénomination actuelle
"9713";;;RUE DE CHANALEILLES;rue de Chanaleilles;1844/06/25;"19";Voie publique de la Ville de Paris;rue;de;Chanaleilles;"[ ""07e"" ]";"[ ""Invalides"" ]";"[ ""89D1"", ""89C2"" ]";"rue Vaneau, 24.";"rue Barbet de Jouy, 17.";117;11;"14";"17";Retenus au PSMV du VIIe ardt : Ordonnance du 25 juin 1844.;;;Ordonnance du 25 juin 1844.;;;;Le comte Sosthènes de Chanaleilles y possédait un hôtel.;;;;Ordonnance du 25 juin 1844.;"lat: 48.85314893175199, lon: 2.3183588979314513";Dénomination actuelle
"11449";;;RUE JEAN DE BEAUVAIS;rue Jean de Beauvais;;;Voie publique de la Ville de Paris;rue;;Jean de Beauvais;"[ ""05e"" ]";"[ ""Sorbonne"" ]";"[ ""91C4"" ]";"boulevard Saint-Germain, 51.";"rue de Lanneau, 16.";175;12;"14";"29";"Non retenus au POS et non repris au PLU : Décret du 20 septembre 1923, côté impair, entre les rues des Ecoles et de Lanneau. Arrêté du 16 janvier 1952 pan coupé, côté impair, à l'angle de la rue de Lanneau. Décret du 11 août 1855, le surplus.";;Ouverte au commencement du XIVe siècle sur le clos Bruneau. Précédemment rue du Clos Bruneau ou rue du Clos Brunel. On la dénommait en 1370 rue du Clos Bruneau dite Jean de Beauvais. Elle s'est appelée rue Saint-Jean de Beauvais.;;;;Arrêté du 31 août 1875.;"Jean de Dormans, cardinal, évêque de Beauvais et chancelier de France, fondateur du collège de Dormans Beauvais et de sa chapelle sous le patronage de Saint-Jean.";;"Arrêté du 30 août 1972, entre les rues des Ecoles et de Lanneau.";;;"lat: 48.84938664560641, lon: 2.346867788121819";Dénomination actuelle
"8885";;;RUE ALFRED STEVENS;rue Alfred Stevens;;;Voie publique de la Ville de Paris;rue;;Alfred Stevens;"[ ""09e"" ]";"[ ""Saint-Georges"" ]";"[ ""50D2"" ]";"rue des Martyrs, 65.";passage Alfred Stevens.;87;10;"10";"9";Non retenus au POS et non repris au PLU : Arrêté préfectoral du 3 juin 1986.;;;;Arrêté préfectoral du 3 juin 1986.;;;"Alfred Stevens (1828-1906), peintre belge, propriétaire des terrains sur lesquels cette voie a été ouverte.";;Arrêté préfectoral du 3 juin 1986.;;;"lat: 48.881645056783604, lon: 2.339150148754671";Dénomination actuelle
"8884";;;PASSAGE ALFRED STEVENS;passage Alfred Stevens;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;;Alfred Stevens;"[ ""09e"" ]";"[ ""Saint-Georges"" ]";"[ ""50D2"" ]";"rue Alfred Stevens, 10.";"boulevard de Clichy, 9.";24;5;;;;;;;;;;"Alfred Stevens (1828-1906), peintre belge. Voisinage de la rue Alfred Stevens.";;;;;"lat: 48.88188611020775, lon: 2.3386697423180043";Dénomination actuelle
"9505";;;RUE BRONGNIART;rue Brongniart;1844/08/05;"19";Voie publique de la Ville de Paris;rue;;Brongniart;"[ ""02e"" ]";"[ ""Mail"" ]";"[ ""71A3"" ]";"rue Montmartre, 133.";"rue Notre-Dame des Victoires, 50.";20;7.5;"4";"1";"Non retenus au POS et non repris au PLU : Ordonnance royale du 23 juillet 1828, côté impair. L'arrêté préfectoral du 18 mai 1938 relatif à la rue Notre-Dame des Victoires rapporte l'alignement côté pair approuvé par l'ordonnance royale du 23 juillet 1828.";;"C'était anciennement une partie de la rue Notre-Dame des Victoires qui avait été déviée vers 1630, par suite de la construction des remparts. Elle a porté le nom de rue Percée.";Ordonnance du 5 août 1844.;;;;"Alexandre Théodore Brongniart (1739-1813), architecte du Palais de la Bourse ; voisinage de ce monument.";;;;;"lat: 48.8697089172142, lon: 2.342618846711123";Dénomination actuelle
"10478";;;GALERIE ELYSEES-LA BOETIE;galerie Élysées-La Boëtie;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;galerie;;Élysées-La Boëtie;"[ ""08e"" ]";"[ ""Faubourg-du-Roule"" ]";"[ ""68B3"", ""68B4"" ]";"avenue des Champs Élysées, 52.";"rue La Boëtie, 109.";70;7;;;;;;;;Voie privée (passage couvert).;;Passage compris entre l'avenue des Champs Elysées et la rue La Boëtie.;;;;;"lat: 48.87072493547756, lon: 2.306733826955091";Dénomination actuelle
"11343";;;PASSAGE DE L'INDUSTRIE;passage de l'Industrie;;;Voie publique de la Ville de Paris;passage;de l';Industrie;"[ ""10e"" ]";"[ ""Porte-Saint-Denis"" ]";"[ ""71B4"" ]";"boulevard de Strasbourg, 27.";"rue du Faubourg Saint-Denis, 42.";108;8;;;Non retenus au POS et non repris au PLU : Arrêté du 4 avril 1934.;;"La partie comprise entre la rue du Faubourg Saint-Martin et le boulevard de Strasbourg a pris, en 1936, le nom de rue Gustave Goublier.";;Arrêté du 4 avril 1934.;;;Bordé de boutiques et d'ateliers.;;Arrêté du 4 avril 1934.;;Ouverte en 1827.;"lat: 48.87125212996277, lon: 2.354362336402206";Dénomination actuelle
"13913";;;RUE DE TURIN;rue de Turin;1845/11/21;"19";Voie publique de la Ville de Paris;rue;de;Turin;"[ ""08e"" ]";"[ ""Europe"" ]";"[ ""49D4"", ""49D2"" ]";"rue de Liège, 32.";"boulevard des Batignolles, 25.";373;13;"38";"33";"Non retenus au POS et non repris au PLU : Ordonnance du 31 mars 1847, partie A. Décret du 16 novembre 1857, partie B, sauf sur une longueur de 4 m environ avant le boulevard des Batignolles.";;;"Délibération municipale du 21 novembre 1845, partie A.";;"Largeur : 13 m entre les rues de Liège et de Bucarest (A) ; 15 m, le surplus (B).";;"Ville d'Italie ; voisinage de la place de l'Europe.";;;;"Ordonnance du 31 mars 1847, partie A. Décret du 16 novembre 1857, partie B, sauf sur une longueur de 4 m environ avant le boulevard des Batignolles.";"lat: 48.8811776402181, lon: 2.324730663193049";Dénomination actuelle
"9611";;;RUE CARDINALE;rue Cardinale;;;Voie publique de la Ville de Paris;rue;;Cardinale;"[ ""06e"" ]";"[ ""Saint-Germain-des-Prés"" ]";"[ ""90B3"", ""90D1"" ]";"rue de Furstemberg, 3.";"rue de l'Abbaye, 2.";61;5;"6";"9";"Non retenus au POS et non repris au PLU : Ordonnance du 30 avril 1844, côté impair, sur une longueur de 22,50 m environ à partir de la rue de Furstemberg et côté pair en entier. Cette ordonnance prévoit la suppression d'une partie de l'îlot compris entre les rues de l'Echaudé et Cardinale.";;"Anciennement rue du Tribunal ou du Tribunat (an V) ; rue Guntzbourg (de 1806 à 1814).";;;;;"Créée en 1699 sur un terrain qui appartenait au cardinal de Furstemberg, abbé de Saint-Germain des Prés.";;;;;"lat: 48.8542579936258, lon: 2.336045395276319";Dénomination actuelle
"13905";;;QUAI DES TUILERIES;quai des Tuileries;;;Voie publique de la Ville de Paris;quai;des;Tuileries;"[ ""01e"" ]";"[ ""Saint-Germain-l'Auxerrois"" ]";"[ ""69D3"", ""90A2"" ]";quai Aimé Césaire.;"pont de la Concorde, et place de la Concorde.";895;26;"20";;Non retenus au POS et non repris au PLU : Décret du 16 juillet 1849.;;"La partie comprise entre le pont du Carrousel et le Louvre a été dénommée quai du Louvre. La partie comprise entre la place du Carrousel, et l'avenue du Général Lemonnier a été dénommée quai François Mitterrand. La partie comprise entre l'avenue du Général Lemonnier et la passerelle Léopold Sédar Senghor a été dénommée quai Aimé Césaire.";;;"Constitue un élément de la voie Georges Pompidou, partie à niveau, partie en souterrain.";"Arrêté du 26 avril 1920, nos 2 et 4.";Voisinage de l'ancien palais des Tuileries.;;;;Lettres patentes du 8 octobre 1731. La construction du mur du quai a été approuvée par décret du 26 février 1806.;"lat: 48.86310394928529, lon: 2.323268103402775";Dénomination actuelle
