id;cvoie;cdgi;typo;typo_min;date_arret;siecle;statut;typvoie;prevoie;nomvoie;arrdt;quartier;feuille;debut;fin;longueur;largeur;n_pair;n_impair;alignement;servitude;historique;denomination;classement;observation;numerotage;orig;declassement;nivellement;assainissement;ouverture;geo_point_2d;validite
"9015";;;PLACE D'ANVERS;place d'Anvers;1877/02/01;"19";Voie publique de la Ville de Paris;place;d';Anvers;"[ ""09e"" ]";"[ ""Rochechouart"" ]";"[ ""51C1"", ""51C2"" ]";"avenue Trudaine, et rue Gérando.";"boulevard de Rochechouart, et rue de Dunkerque, 95.";112;52;"12";"3";Non retenus au POS et non repris au PLU : Arrêté du Chef du Pouvoir exécutif du 14 avril 1871 (côté pair).;;Précédemment place Turgot. Ouverte sur l'emplacement des anciens abattoirs de Rochechouart. La portion de voie publique de la chaussée Ouest est déclassée par arr. mun. du 16 janvier 1981.;Arrêté du 1er février 1877.;;Place dont le milieu est occupé par le square d'Anvers orné d'une colonne.;;Ville prise par les Français en 1832.;;;;;"lat: 48.88220424597138, lon: 2.344485376048921";Dénomination actuelle
"11964";;;RUE DE LUTECE;rue de Lutèce;1880/10/23;"19";Voie publique de la Ville de Paris;rue;de;Lutèce;"[ ""04e"" ]";"[ ""Notre-Dame"" ]";"[ ""91A4"" ]";place Louis Lépine.;"boulevard du Palais, 3.";67;38;"2";"5";"Non retenus au POS et non repris au PLU : Déc.retdu 22 mai 1865 (UP), côté impair et au droit du Tribunal de Commerce. Arrêté du 22 mai 1962, sur une longueur de 8,90 m avant le Tribunal de Commerce.";L'immeuble n° 5 est soumis à une servitude d'architecture.;"Précédemment, avenue et antérieurement, rue de Constantine. Un arrêt du Conseil du Roi du 3 juin 1787 ordonnait la formation d'une place devant le Palais de Justice et l'ouverture d'une rue de 42 pieds de largeur aboutissant à la rue de la Juiverie (actuellement partie de la rue de la Cité). Cette voie, exécutée en partie et nommée plus tard rue de Constantine, a remplacé la rue de la Vieille Draperie qui existait au XIIe siècle. La partie qui était comprise entre la rue de la Cité et l'ancienne rue Aubé a été englobée dans la place Louis Lépine en 1934.";Arrêté du 23 octobre 1880.;;;;"Lutèce, nom que portait Paris lorsqu'il était compris dans les limites de l'île de la Cité.";;;;;"lat: 48.85523082426243, lon: 2.34651622964037";Dénomination actuelle
"11871";;;RUE LINCOLN;rue Lincoln;1879/08/16;"19";Voie publique de la Ville de Paris;rue;;Lincoln;"[ ""08e"" ]";"[ ""Champs-Élysées"" ]";"[ ""68A4"", ""68B3"" ]";"rue François Ier, 56.";"avenue des Champs Élysées, 73.";145;12;"16";"13";Non retenus au POS et non repris au PLU : Décret du 26 septembre 1861 (UP).;;"Précédemment, rue d'Albe. Ouverte sur l'emplacement de l'hôtel d'Albe.";Arrêté du 16 août 1879.;;;;"Abraham Lincoln (1809-1865), président des Etats-Unis d'Amérique ; quartier habité par la colonie américaine.";;;;Décret du 26 septembre 1861 (UP).;"lat: 48.87023130491825, lon: 2.3028056840642344";Dénomination actuelle
"10078";;;RUE COYPEL;rue Coypel;1867/03/02;"19";Voie publique de la Ville de Paris;rue;;Coypel;"[ ""13e"" ]";"[ ""Salpêtrière"" ]";"[ ""112C3"", ""111D4"" ]";"boulevard de l'Hôpital, 142.";"avenue des Gobelins, 75.";134;14;"20";"11";"Non retenus au POS et non repris au PLU : Décret du 28 août 1868. Décret du 2 mars 1902, raccordement du côté impair avec le boulevard de l'Hôpital et avec l'avenue des Gobelins.";;;Décret du 2 mars 1867.;Décret du 28 août 1868.;;;"Noël Coypel (1628-1707) et son fils Antoine Coypel (1661-1722), peintres ; voisinage de la manufacture des Gobelins, à laquelle ils ont fourni des modèles.";;"Décret du 2 mars 1902, côté impair.";;;"lat: 48.83321861294451, lon: 2.355474837970919";Dénomination actuelle
"9318";;;CITE BERTRAND;cité Bertrand;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;cité;;Bertrand;"[ ""11e"" ]";"[ ""Saint-Ambroise"" ]";"[ ""73D3"", ""73D4"" ]";"avenue de la République, 81 et 89.";en impasse;72;5.5;;;;;"La cité Bertrand commençait autrefois rue Saint-Maur ; le tronçon compris entre la rue Saint-Maur et l'avenue de la République a été dénommé rue Guillaume Bertrand en 1920.";;;;;"M. Bertrand, propriétaire des terrains sur lesquels cette voie a été ouverte.";;;;;"lat: 48.86419196058894, lon: 2.3819822368762362";Dénomination actuelle
"13537";;;RUE SURCOUF;rue Surcouf;1867/02/27;"19";Voie publique de la Ville de Paris;rue;;Surcouf;"[ ""07e"" ]";"[ ""Gros-Caillou"" ]";"[ ""68D4"", ""88B2"" ]";"quai d'Orsay, 49.";"rue Saint-Dominique, 52.";265;11.69;"30";"31";Non retenus au POS et non repris au PLU : Ordonnance du 8 février 1848.;;Précédemment rue de la Boucherie des Invalides. Elle est indiquée sur le plan de Delagrive (1728).;Décret du 27 février 1867.;;;Arrêté du 28 août 1963.;"Robert Surcouf (1773-1827), corsaire ; voisinage des Invalides.";;;;;"lat: 48.86113846414243, lon: 2.309441127239277";Dénomination actuelle
"12545";;;PLACE DE L'OPERA;place de l'Opéra;1873/11/10;"19";Voie publique de la Ville de Paris;place;de l';Opéra;"[ ""02e"", ""09e"" ]";"[ ""Chaussée-d'Antin"", ""Gaillon"" ]";"[ ""70A4"" ]";"avenue de l'Opéra, boulevard des Capucines, au débouché des rues Auber, Halévy, de la Paix et du Quatre Septembre.";;140;60;"10";"5";"Non retenus au POS et non repris au PLU : Décret du 16 juillet 1862 (UP), partie située au nord du boulevard des Capucines (A). Décret du 24 août 1864 (UP), partie située au sud du boulevard des Capucines (B).";Les maisons de la place de l'Opéra sont soumises au mode d'architecture prescrit par le décret du 29 septembre 1860.;;"Arrêté du 19 août 1864, partie A. Arrêté du 10 novembre 1873, partie B.";;;;Place située devant le théâtre national de l'Opéra.;;;;"Décret du 16 juillet 1862 (UP), partie située au nord du boulevard des Capucines (A). Décret du 24 août 1864 (UP), partie située au sud du boulevard des Capucines (B).";"lat: 48.87072904862927, lon: 2.33227049156533";Dénomination actuelle
"12824";;;RUE DE PICPUS;rue de Picpus;1868/04/02;"19";Voie publique de la Ville de Paris;rue;de;Picpus;"[ ""12e"" ]";"[ ""Bel-Air"", ""Picpus"" ]";"[ ""94C4"", ""115C4"" ]";"rue du Faubourg Saint-Antoine, 254.";"boulevard Poniatowski, 99.";1835;18;"166";"161";"Non retenus au POS et non repris au PLU : Arrêté du 5 février 1968, sauf côté impair entre le boulevard Diderot et l'avenue Dorian, partie régie par l'ordonnance du 11 décembre 1845. Pans coupés, côté impair, à l'angle du boulevard Diderot, côté pair et à l'angle de l'avenue Dorian, côté impair. Décret du 22 novembre 1923, entre la rue de Toul et l'avenue Daumesnil. Arrêté du 23 août 1932, le surplus.";;"Précédemment rue de Picpus, partie A ; chemin de la Croix Rouge, partie B. Antérieurement ruelle de Picquepusse. Le nom de cette rue a été écrit : Piquepus, Picpuce, Picpusse et Picpus. Voie tracée sur le plan de Jouvin de Rochefort (1672).";Arrêté du 2 avril 1868.;"La partie B, voie de la commune de Saint-Mandé et de l'ancienne commune de Bercy (Arrêté du 6 juillet 1855), a été classée dans la voirie parisienne par décret du 23 mai 1863.";"Largeur : 18 m, entre la rue du Faubourg Saint-Antoine et les boulevards de Reuilly et de Picpus (A) ; 15 m, entre les boulevards de Reuilly et de Picpus et le boulevard Poniatowski (B).";"Arrêté du 30 octobre 1873, partie B. Arrêté du 3 septembre 1925, côté pair, entre la rue Lamblardie et le boulevard de Reuilly. Note du Directeur technique de la Voirie parisienne du 13 avril 1954 nos 15 et 17.";Lieu-dit.;;"Arrêté du 5 février 1968, partie A. Arrêté du 23 août 1932, partie B.";;;"lat: 48.84207556263487, lon: 2.3980366373436364";Dénomination actuelle
"12258";;;RUE MILTON;rue Milton;1873/11/10;"19";Voie publique de la Ville de Paris;rue;;Milton;"[ ""09e"" ]";"[ ""Rochechouart"" ]";"[ ""50D4"", ""51C3"" ]";"rue Lamartine, 46-52.";"rue de la Tour d'Auvergne, 29.";360;13;"42";"35";"Non retenus au POS et non repris au PLU : Décret du 16 août 1883, entre la rue Lamartine et les nos 7 et 12 inclus (A). Cette partie de la rue Milton a été ouverte par la Ville de Paris, lors du percement de la rue de Maubeuge. Décret du 27 juillet 1870, le surplus.";;"Précédemment partie de la rue Neuve Bossuet, entre le n° 7 bis et la cité Charles Godon ; rue Neuve Fénelon, entre la cité Charles Godon et la rue de la Tour d'Auvergne ; et plus anciennement passage Fénelon, entre les rues Manuel et de la Tour d'Auvergne.";"Décret du 10 août 1868, partie A. Arrêté du 10 novembre 1873, partie B.";"Décret du 16 août 1883, entre la rue Lamartine et les nos 7 et 12 inclus (A). Cette partie de la rue Milton a été ouverte par la Ville de Paris, lors du percement de la rue de Maubeuge. Décret du 27 juillet 1870, le surplus.";"Largeur : 13 m entre la rue Hippolyte Lebas et la cité Charles Godon ; 12 m, le surplus.";"Arrêté des 12 février 1875 (nos 1 à 7), 16 décembre 1879 (côté pair) et 25 juillet 1882 (côté impair, du n° 9 à la fin).";"John Milton (1608-1674), poète anglais.";;"Décret du 16 août 1883, entre la rue Lamartine et les nos 7 et 12 inclus (A). Cette partie de la rue Milton a été ouverte par la Ville de Paris, lors du percement de la rue de Maubeuge. Décret du 27 juillet 1870, le surplus.";;;"lat: 48.87815847939551, lon: 2.341226080832857";Dénomination actuelle
"11985";;;RUE DE MAGDEBOURG;rue de Magdebourg;1868/07/20;"19";Voie publique de la Ville de Paris;rue;de;Magdebourg;"[ ""16e"" ]";"[ ""Chaillot"" ]";"[ ""67D3"" ]";"rue de Lubeck, 38.";"avenue Kléber, 79.";135;12;"24";"15";Non retenus au POS et non repris au PLU : Décret du 17 septembre 1864 (UP).;;"La rue de Magdebourg commençait avenue de New York avant 1924. A cette époque, on a donné le nom d'avenue Albert de Mun à la partie de la rue de Magdebourg comprise entre les avenues de New York et du Président Wilson.";Arrêté du 20 juillet 1868.;;;Arrêté du 11 avril 1889.;"Ville d'Allemagne prise par les Français le 8 novembre 1806 ; voisinage du pont d'Iéna.";;;;Décret du 17 septembre 1864 (UP).;"lat: 48.86445952675808, lon: 2.289570643800314";Dénomination actuelle
"14828";;;QUAI FRANCOIS MITTERRAND;quai François Mitterrand;2003/07/08;"21";Voie publique de la Ville de Paris;quai;;François Mitterrand;"[ ""01e"" ]";"[ ""Saint-Germain-l'Auxerrois"" ]";"[ ""90A2"", ""90B2"" ]";"quai du Louvre, et rue de l'Amiral de Coligny.";"quai des Tuileries, et avenue du Général Lemonnier.";710;22;;"5";;;"Anciennement, parties des quais des Tuileries et du Louvre.";Arrêté municipal du 8 juillet 2003.;;;;"François Mitterrand (Jarnac, 1916-Paris, 1996). Président de la République Française de 1981 à 1995.";;;;;"lat: 48.85984160010442, lon: 2.33471553629042";Dénomination actuelle
"10992";;;RUE GEOFFROY-SAINT-HILAIRE;rue Geoffroy-Saint-Hilaire;1868/04/02;"19";Voie publique de la Ville de Paris;rue;;Geoffroy-Saint-Hilaire;"[ ""05e"" ]";"[ ""Jardin des Plantes"" ]";"[ ""111B2"", ""112C1"" ]";"boulevard Saint-Marcel, 42-50.";"rue Lacépède, 1, et rue Cuvier.";570;20;"38";"59";"Non retenus au POS et non repris au PLU : Arrêté du 19 février 1929, côté pair : 1° entre le boulevard Saint-Marcel et la rue Buffon ; 2° pan coupé à l'angle de la rue Buffon, côté pair. Ordonnance du 24 avril 1837 : 1° côté impair, depuis la rue du Fer à Moulin jusqu'à la limite séparative, des nos 21 et 23 ; 2° côté pair, entre les rues Buffon et Cuvier. Arrêté du 26 août 1949, le surplus du côté impair de la partie A, sauf au droit des nos 11 (partie) et 13, régis par l'arrêté du 16 octobre 1947 (relatif à la rue Poliveau) et du n° 15 dont les alignements ont été rapportés par l'arrêté du 16 octobre 1947. Décret du 17 mars 1925, côté impair, partie B.";;"L'arr. du 2 avril 1868, réunissait une partie de la rue du Marché aux Chevaux (comprise entre la rue Poliveau et le boulevard Saint-Marcel) à la rue Geoffroy-Saint-Hilaire. La rue du Marché aux Chevaux a antérieurement porté les noms de : rue du Gros Caillou ou du Haut Caillou et de chemin de Gentilly. Elle a aussi été appelée rue Maquignonne. La rue Geoffroy-Saint-Hilaire a été dénommée rue du Jardin du Roi entre 1760 et 1848. Au commencement du XVIIe siècle, c'était la rue Coipeaux, Coupeau ou Copeau et, en 1714, la rue du Faubourg Saint-Victor. Sous la Révolution, elle a été appelée rue du Jardin des Plantes. Indiquée sur le plan de Braun (1530).";"Arrêté du 2 avril 1868, partie comprise entre la rue Poliveau et le boulevard Saint-Marcel.";;"Largeur : 20 m entre le boulevard Saint-Marcel et la rue Daubenton (A) ; 14,50 m, le surplus (B).";;"Etienne Geoffroy-Saint-Hilaire (1772-1844), zoologiste ; voisinage du Jardin des Plantes.";;"Arrêté du 26 août 1949, partie A. Décret du 17 mars 1925, partie B.";;;"lat: 48.841216955722764, lon: 2.3559552995188544";Dénomination actuelle
"10647";;;RUE DU FAUBOURG SAINT-ANTOINE;rue du Faubourg Saint-Antoine;;;Voie publique de la Ville de Paris;rue;du;Faubourg Saint-Antoine;"[ ""11e"", ""12e"" ]";"[ ""Picpus"", ""Quinze-Vingts"", ""Roquette"", ""Sainte-Marguerite"" ]";"[ ""92D2"", ""94D3"" ]";"rue de la Roquette, 2 et rue de Charenton, 1.";"place de la Nation, 1.";1810;17;"280";"323";"Non retenus au POS et non repris au PLU : Ordonnance royale du 30 avril 1838, partie A. Décret du 29 août 1857 (UP), partie B. Ordonnance royale du 6 mai 1827, au droit du n° 223. Arrêté du 7 juin 1949 (relatif à la rue Saint-Nicolas), pan coupé à l'angle de cette dernière voie, côté pair.";;"C'est une des plus anciennes voies de Paris. Elle s'est appelée chaussée Saint-Antoine, entre la place de la Bastille et la rue de Montreuil, et rue du chemin de Vincennes dans le surplus.";;;"Largeur : 17 m (moindre), depuis les rues de Charenton et de la Roquette jusqu'aux rues des Boulets et de Picpus (A) ; 30 m, le surplus (B).
Les carrefours de cette voie avec les rues de Charonne et de Montreuil sont ornés de fontaines.";;Principale rue du faubourg dépendant de l'abbaye de Saint-Antoine.;;;;;"lat: 48.850310272964585, lon: 2.383241881794364";Dénomination actuelle
"9690";;;RUE CHALIGNY;rue Chaligny;1864/03/02;"19";Voie publique de la Ville de Paris;rue;;Chaligny;"[ ""12e"" ]";"[ ""Picpus"", ""Quinze-Vingts"" ]";"[ ""113B2"", ""93D4"" ]";"place du Colonel Bourgoin, 3.";"rue du Faubourg Saint-Antoine, 198 et place Marie-Louise Dugès-Lachapelle.";545;22;"29";"44";Non retenus au POS et non repris au PLU : Décret du 10 décembre 1856 (UP).;;;Décret du 2 mars 1864.;;;;"Les Chaligny, famille de fondeurs (XVIe siècle).";;;;Décret du 10 décembre 1856 (UP).;"lat: 48.847548058927394, lon: 2.38387332308205";Dénomination actuelle
"13814";;;RUE THOUIN;rue Thouin;1865/10/02;"19";Voie publique de la Ville de Paris;rue;;Thouin;"[ ""05e"" ]";"[ ""Saint-Victor"", ""Sorbonne"" ]";"[ ""111B1"", ""111A2"" ]";"rue du Cardinal Lemoine, 68.";rue de l'Estrapade et place Emmanuel Levinas.;144;11;"16";"17";"Non retenus au POS et non repris au PLU : Ordonnance du 2 novembre 1847, entre la rue du Cardinal Lemoine et la rue Mouffetard (A). Ordonnance du 5 juin 1846, entre la rue Mouffetard et la rue de l'Estrapade (B).";;"Précédemment, la partie A était comprise dans la rue des Fossés Saint-Victor (sup.) ; la partie B, ouverte sur les fossés de l'enceinte de Philippe Auguste, a d'abord porté le nom de rue de Fourcy, en l'honneur du prévôt des Marchands en poste lors de son ouverture. En 1793, la rue des Fossés Saint-Victor était dénommée rue Loustalot. Elle a porté le nom de rue des Prêtres de la Doctrine Chrétienne.";Décret du 2 octobre 1865.;;;;"André Thouin (1746-1824), botaniste ; voisinage du Muséum d'histoire naturelle où il a professé.";;;;Arrêt du Conseil du Roi du 17 avril 1685.;"lat: 48.84485828161662, lon: 2.348690532729201";Dénomination actuelle
"12738";;;RUE PERDONNET;rue Perdonnet;1868/08/10;"19";Voie publique de la Ville de Paris;rue;;Perdonnet;"[ ""10e"" ]";"[ ""Saint-Vincent-de-Paul"" ]";"[ ""52C2"", ""52A4"" ]";"rue du Faubourg Saint-Denis, 214 et rue Cail, 24.";"boulevard de la Chapelle, 21 et rue Philippe de Girard, 33.";196;12;"26";"25";Non retenus au POS et non repris au PLU : Arrêté du 17 septembre 1866.;;;Décret du 10 août 1868.;;;"Arrêté du 25 août 1879, entre la rue Louis Blanc et le boulevard de la Chapelle.";"Jean Albert Vincent Auguste Perdonnet (1801-1867), ingénieur, directeur de l'Ecole Centrale ; voisinage de la gare du Nord.";;;;Arrêté du 17 septembre 1866.;"lat: 48.88351104895794, lon: 2.3603361888954515";Dénomination actuelle
"13977";;;AVENUE VELASQUEZ;avenue Velasquez;1869/09/11;"19";Domaine public ne constituant pas du domaine public routier de la Ville de Paris;avenue;;Velasquez;"[ ""08e"" ]";"[ ""Europe"" ]";"[ ""49C1"" ]";"boulevard Malesherbes, 109.";parc de Monceau.;86;25;"8";"7";;Les terrains riverains doivent être clos par des grilles d'un modèle uniforme et cultivés en parterres d'agrément dans une zone de 5 m en arrière des alignements (contrats des 14 janvier 1861 et 8 avril 1867 entre la Ville de Paris et M. Pereire).;Ouverte par la Ville de Paris.;Décret du 11 septembre 1869.;;Cette avenue fait partie du parc de Monceau.;"Arrêté du 30 décembre 1873, côté pair.";"Diego Rodriguez Velasquez de Sylva (1599-1660), peintre espagnol ; on a groupé dans le voisinage du parc de Monceau des noms d'artistes.";;;;Ouverte en 1861.;"lat: 48.879866580956815, lon: 2.3126295292114354";Dénomination actuelle
"15746";;;VOIE CI/14;voie CI/14;2025/05/07;"21";Voie privée destinée à devenir publique;voie;;CI/14;"[ ""14e"" ]";"[ ""Montparnasse"" ]";"[ ""110D1"" ]";"voie CH/14, 2.";"voie CF/14, 1.";;;"28";"29";;;"Voie projetée dans le cadre de l'aménagement de la ZAC ""Saint-Vincent de Paul"".";;;;;;;;;;"lat: 48.83839310663053, lon: 2.3341815755454585";Dénomination actuelle
"15747";;;VOIE CJ/14;voie CJ/14;2025/05/07;"21";Voie privée destinée à devenir publique;voie;;CJ/14;"[ ""14e"" ]";"[ ""Montparnasse"" ]";"[ ""110D1"" ]";"avenue Denfert-Rochereau, 80.";"voie CH/14, 23.";;;"10";"9";;;"Voie projetée dans le cadre de l'aménagement de la ZAC ""Saint-Vincent de Paul"".";;;;;;;;;;"lat: 48.83701598242144, lon: 2.3343701378367396";Dénomination actuelle
"8891";;;PLACE D'ALIGRE;place d'Aligre;1867/02/26;"19";Voie publique de la Ville de Paris;place;d';Aligre;"[ ""12e"" ]";"[ ""Quinze-Vingts"" ]";"[ ""93C4"", ""93D3"" ]";"rue de Cotte, 10.";"rue Beccaria, 25.";115;70;"12";"17";Non retenus au POS et non repris au PLU : Ordonnance royale du 30 juillet 1844.;;Précédemment place du Marché Beauveau. Elle fut formée en 1778 sur les dépendances de l'abbaye Saint-Antoine des Champs.;Arrêté du 26 février 1867.;;Place ornée de la fontaine d'Aligre.;;Voisinage de la rue d'Aligre.;;;;Voie formée en 1778 (lettres patentes du 17 février 1777).;"lat: 48.8488680358031, lon: 2.378258014074492";Dénomination actuelle
"9865";;;RUE CHOMEL;rue Chomel;1869/09/11;"19";Voie publique de la Ville de Paris;rue;;Chomel;"[ ""07e"" ]";"[ ""Saint-Thomas-d'Aquin"" ]";"[ ""90C1"", ""89D2"" ]";"boulevard Raspail, 40.";"rue de Babylone, 14 et place René Laennec.";145;12;"14";"17";Retenus au PSMV du VIIe ardt : Décret du 23 mars 1885.;;Ouverte par l'Administration de l'Assistance publique sur l'emplacement de l'hospice des Ménages et cédée gratuitement à la Ville de Paris (arr. du 26 août 1868).;Décret du 11 septembre 1869.;Décret du 23 mars 1885.;;Arrêté du 25 septembre 1880.;"Jean-Baptiste Chomel (1671-1740), médecin, et Auguste François Chomel (1788-1858), médecin, descendant du précédent.";;Décret du 23 mars 1885.;;;"lat: 48.85208682397232, lon: 2.32548152903132";Dénomination actuelle
"13824";;;RUE TITIEN;rue Titien;1864/08/24;"19";Voie publique de la Ville de Paris;rue;;Titien;"[ ""13e"" ]";"[ ""Salpêtrière"" ]";"[ ""112C3"" ]";"boulevard de l'Hôpital, 104.";"rue du Banquier, 1.";52;10;"6";"7";Non retenus au POS et non repris au PLU : Ordonnance du 27 janvier 1837.;;Précédemment rue d'Ivry. Ouverte à la fin du XVIIIe siècle.;Décret du 24 août 1864.;;;Arrêté du 28 avril 1893.;"Tiziano Vecellio, dit le Titien (1477-1576), peintre italien.";;;;;"lat: 48.8360807851106, lon: 2.358244833309031";Dénomination actuelle
"12957";;;RUE POPINCOURT;rue Popincourt;;;Voie publique de la Ville de Paris;rue;;Popincourt;"[ ""11e"" ]";"[ ""Roquette"", ""Saint-Ambroise"" ]";"[ ""93A4"", ""93A2"" ]";"rue de la Roquette, 79.";"boulevard Voltaire, 90.";430;15;"54";"61";"Non retenus au POS et non repris au PLU :  Arrêté du 14 janvier 1933, au droit des nos 1 et 2. Arrêté du 4 septembre 1934, le surplus.";;"Elle est indiquée comme entièrement construite sur le plan de Jouvin de Rochefort (1672). Dénommée Popincourt dès l'origine, on l'a aussi appelée rue du Bas Pincourt et par abréviation rue Pincourt. La rue du Bas Pincourt était comprise entre la rue de la Roquette et la rue Oberkampf. Un arrêté du 2 avril 1868, a réuni un tronçon de la rue Popincourt, entre la rue Saint-Ambroise et la rue Oberkampf, à la rue de la Folie-Méricourt.";;;;;"Manoir de Jean de Popincourt, premier président du Parlement sous Charles VI.";;Arrêté du 4 septembre 1934.;;;"lat: 48.85859002923168, lon: 2.376538163434993";Dénomination actuelle
"9260";;;BOULEVARD DE BELLEVILLE;boulevard de Belleville;1864/12/30;"19";Voie publique de la Ville de Paris;boulevard;de;Belleville;"[ ""11e"", ""20e"" ]";"[ ""Belleville"", ""Folie-Méricourt"" ]";"[ ""73D2"", ""73A4"" ]";"rue Oberkampf, 159 et rue de Ménilmontant, 1.";"rue Louis Bonnet, 20 et rue de Belleville, 2.";680;42;"132";"79";"Retenus au PAZ de la Zac ""Belleville"" et non repris au PLU : Décret du 21 avril 1879, au droit des nos 58 à 86.
Non retenus au POS et non repris au PLU :  Décret du 21 avril 1879, sauf au droit des nos 58 à 86. Arrêté du 15 mai 1972 (relatif à la rue Oberkampf) pour le n° 1.";;"Précédemment : 1° à l'extérieur de l'ancien mur d'octroi : boulevard des Trois Couronnes entre les rues de Ménilmontant et des Couronnes ; boulevard de Belleville pour le surplus ; 2° à l'intérieur de l'ancien mur d'octroi : partie de la place de la Barrière de Ménilmontant qui était située au débouché de la rue Oberkampf ; chemin de ronde de Ménilmontant, entre cette place et la rue Jean-Pierre Timbaud ; chemin de ronde des Trois Couronnes, entre les rues Jean-Pierre Timbaud et de l'Orillon ; chemin de ronde de Ramponneau, pour le surplus.";Arrêté du 30 décembre 1864.;"Décret du 23 mai 1863, dans la voirie parisienne. Précédemment, voie de l'ancienne commune de Belleville.";;;Longe l'ancienne commune de Belleville.;;Arrêté du 21 avril 1879.;;Ordonnance du Bureau des Finances du 16 janvier 1789.;"lat: 48.86938107851295, lon: 2.3802443958205735";Dénomination actuelle
"12921";;;BOULEVARD POISSONNIERE;boulevard Poissonnière;;;Voie publique de la Ville de Paris;boulevard;;Poissonnière;"[ ""02e"", ""09e"" ]";"[ ""Faubourg-Montmartre"", ""Mail"" ]";"[ ""71A4"", ""71A3"" ]";"rue Poissonnière, 35 et rue du Faubourg Poissonnière, 3.";"rue Montmartre, 178 et rue du Faubourg Montmartre, 2.";351;35;"32";"29";Non retenus au POS et non repris au PLU : Ordonnance du 4 mai 1826.;;;;;;;Voisinage de la rue Poissonnière.;;;;Lettres patentes de juillet 1676.;"lat: 48.87109368017196, lon: 2.345493958428328";Dénomination actuelle
"15315";;;ALLEE NEUS CATALA;allée Neus Català;2019/07/11;"21";Voie publique de la Ville de Paris;allée;;Neus Català;"[ ""11e"", ""20e"" ]";"[ ""Charonne"", ""Sainte-Marguerite"" ]";"[ ""94D1"", ""94D2"" ]";"terre-plein du boulevard de Charonne
situé entre l'allée Maria Doriath et l'allée Maya Surduts.";;;;;;;;;"Délibération municipale des 8, 9, 10 et 11 juillet 2019";;;;"Neus Català, née Neus Català i Pallejà (Els Guiamets (Catalogne), 1915 - Els Guiamets (Catalogne), 2019), résistante et survivante des camps de concentration nazis. Décorée de la Croix de Saint-Georges par la Généralité de Catalogne, de la Médaille d'or au mérite civique par la Mairie de Barcelone en 2014 et de la Médaille d'or de la Généralité de Catalogne en 2015.";;;;;"lat: 48.85366541438783, lon: 2.3965410591119762";Dénomination actuelle
"13063";;;PASSAGE DES PRINCES;passage des Princes;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;des;Princes;"[ ""02e"" ]";"[ ""Vivienne"" ]";"[ ""70B4"" ]";"boulevard des Italiens, 5 bis.";"rue de Richelieu, 97.";80;3;"34";"25";;;Précédemment passage Mirès.;;;;;"Ouvert sur l'emplacement d'un ancien hôtel meublé, dit hôtel des Princes.";;;;Un arrêté du 3 septembre 1860 a autorisé l'ouverture de ce passage au public à condition notamment que les constructions riveraines soient assujetties aux droits de grande et de petite voirie.;"lat: 48.871424784735105, lon: 2.3392611386536353";Dénomination actuelle
"12553";;;QUAI DES ORFEVRES;quai des Orfèvres;;;Voie publique de la Ville de Paris;quai;des;Orfèvres;"[ ""01e"" ]";"[ ""Saint-Germain-l'Auxerrois"" ]";"[ ""91A4"", ""91A3"" ]";pont Saint-Michel et boulevard du Palais.;"pont Neuf et place du Pont Neuf, 15.";366;14;"76";;"Non retenus au POS et non repris au PLU : Décret du 13 novembre 1909, partie A. Arrêté du Pouvoir exécutif du 26 mars 1848, partie B.";;"Un certain nombre de maisons du quai des Orfèvres nécessaires à l'agrandissement du Palais de Justice ont été expropriées à la suite de décrets du 2 mars 1854 (UP) et du 24 septembre 1880 (UP). La partie comprise entre le Pont Neuf et l'ancienne rue de Jérusalem, construite de 1580 à 1643, s'est appelée dès l'origine quai des Orfèvres ; pendant la Révolution, c'était le quai du Midi. La partie comprise entre l'ancienne rue de Jérusalem et le pont Saint-Michel a englobé l'ancienne rue Saint-Louis. La rue Saint-Louis avait porté, en 1623, le nom de Rue Neuve ou rue Neuve Saint-Louis et, en 1793, celui de rue Révolutionnaire. Les maisons riveraines de cette rue du côté du fleuve ont été démolies pour la formation du quai à la suite d'un décret du 7 juillet 1807.";;;"Largeur : 14 m entre le boulevard du Palais et la rue de Harlay (A) ; 13,50 m (moindre), le surplus (B).";;Quai habité depuis le XVIIe siècle par des orfèvres et des joailliers.;;;;La partie comprise entre le Pont Neuf et l'ancienne rue de Jérusalem a été construite de 1580 à 1643.;"lat: 48.85542145705885, lon: 2.34307507271639";Dénomination actuelle
