Identifiant;Code voie VdP;Code voie DGFIP;Dénomination complète;Dénomination complète minuscule;Date de l'arrété;Période (Siècle);Statut de la voie;Type voie;Préposition voie;Nom voie;Arrondissement;Quartier;Feuille parcellaire;Début voie;Fin voie;Longueur voie;Largeur voie;Numéro pair;Numéro impaire;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture;geo_shape;geo_point_2d;Validité
9978;;;PLACE DES COMBATTANTS EN AFRIQUE DU NORD;place des Combattants en Afrique du Nord;1984-11-26;20;Voie publique de la Ville de Paris;place;des;Combattants en Afrique du Nord;12e;Quinze-Vingts;113A1;intersection du boulevard Diderot et de la rue de Lyon.;;;;;;;;;Arrêté municipal du 26 novembre 1984.;;;;Soldats français qui furent appelés à combattre en Afrique du Nord.;;;;;"{""coordinates"": [[[2.371995161577236, 48.845517197136786], [2.372118672396598, 48.845822805185996], [2.372157535337582, 48.845865312246026], [2.372550982240974, 48.84593343781983], [2.3726703595909955, 48.845886822377764], [2.372860431905941, 48.84561727311404], [2.371995161577236, 48.845517197136786]]], ""type"": ""Polygon""}";48.845718813035646, 2.3724107365052687;Dénomination actuelle
10161;;;RUE D'ARTAGNAN;rue d'Artagnan;1982-09-15;20;Voie publique de la Ville de Paris;rue;d';Artagnan;12e;Picpus;114A1;rue du Colonel Rozanoff, 21.;en impasse;114;5.0;16;1;;;;Arrêté municipal du 15 septembre 1982.;;Voie de desserte d'un groupe scolaire dans l'îlot Saint-Eloi.;;"Charles de Batz, comte de Montesquiou, seigneur d'Artagnan, (Castelmare, 1611-Maëstricht (Maastricht), 1673), gentilhomme Gascon ; capitaine des Mousquetaires du roi (Louis XIII et Louis XIV) immortalisé par Alexandre Dumas.";;;;;"{""coordinates"": [[[2.3871222684175044, 48.84542466743002], [2.386901007047473, 48.8454239348418], [2.3863109670221117, 48.84542269031442], [2.3857209258117327, 48.845421661414576], [2.385559710215995, 48.84542035686894], [2.3855597100226533, 48.84549098967959], [2.3855597103279003, 48.8454947777733], [2.3855808733793027, 48.845494782138175], [2.3856351184392564, 48.84549479270725], [2.385635107729962, 48.84548310190927], [2.38563509238417, 48.84546775879805], [2.3867017311683734, 48.84546783362596], [2.3867021527057264, 48.845552782753074], [2.386702421188369, 48.845606737451476], [2.3867837491022077, 48.84560695468416], [2.3867837669520173, 48.845552746036645], [2.386783795810574, 48.84546783969019], [2.3871222423499834, 48.84546709086596], [2.3871222684175044, 48.84542466743002]]], ""type"": ""Polygon""}";48.84545861695295, 2.3863683441403247;Dénomination actuelle
11230;;;RUE HECTOR MALOT;rue Hector Malot;1912-08-26;20;Voie publique de la Ville de Paris;rue;;Hector Malot;12e;Quinze-Vingts;113A2,93C4;rue de Chalon, 48.;rue de Charenton, 106.;284;15.0;28;25;"Non retenus au PAZ de la Zac ""Chalon"" et non repris au PLU : Ordonnance du 1er juin 1828, entre la rue de Chalon et le boulevard Diderot (au droit des nos 1 à 9 et 2 à 16). Non retenus au POS et non repris au PLU : Ordonnance du 17 décembre 1840 (UP), entre le boulevard Diderot et l'avenue Daumesnil. Décret du 16 avril 1859 (UP), partie A.";;"Cette voie figure sur le plan de Jouvin de Rochefort (1672) ; elle a été successivement dénommée rue du Port au Plâtre, rue Clochepin ; à la fin du XVIIIe siècle, rue des Charbonniers Saint-Antoine et rue des Charbonniers, de 1860 à 1912. En 1849, on l'a appelée rue de Bethmont. Une délib. du 24 septembre 1990, a déclassé la rue Hector Malot sur une longueur de 26 m à partir de la rue de Chalon. Suite à ce déclassement, une partie de la rue Hector Malot a été supprimée et intégrée dans la rue de Chalon.";Arrêté du 16 juillet 1912 approuvé par décret du 26 août 1912.;;"Larg. : 15 m entre la rue de Chalon et l'avenue Daumesnil ; 11 m, le surplus (A).";;Hector Malot (1830-1907), littérateur et romancier français.;;;;;"{""coordinates"": [[[[2.375652101472893, 48.84593303363926], [2.3760996630613844, 48.84617346620101], [2.3762008905550247, 48.84598893596567], [2.3760997463617555, 48.8458852522287], [2.3760956036996146, 48.84588754647065], [2.3760905473018052, 48.84588990429849], [2.376084554374269, 48.845891953259134], [2.37607884004317, 48.84589269870444], [2.3760729397477185, 48.8458927012096], [2.376068348588152, 48.845892393068674], [2.3760625402082605, 48.84589109198412], [2.3760567314338403, 48.84588948241756], [2.3760512947778327, 48.84588638365646], [2.376047358288179, 48.84588340783688], [2.376044452816335, 48.845880246730594], [2.376042913845176, 48.845877332879596], [2.3760418244257266, 48.845873860173995], [2.3760418217729087, 48.84586964307215], [2.376042904601324, 48.84586513034673], [2.3758344920470287, 48.845746443182954], [2.375469669966497, 48.84551538917653], [2.3754292123569445, 48.845489766609084], [2.3752675838594914, 48.84538740046114], [2.3752670577948867, 48.845387066750284], [2.375135057732903, 48.84530253560944], [2.375086489278296, 48.84545879991605], [2.375315020459532, 48.84560539173558], [2.375317493988962, 48.84560695514432], [2.375466507862466, 48.8457011386448], [2.375581364602581, 48.845773733565885], [2.3756775679272466, 48.84583453757971], [2.375652101472893, 48.84593303363926]]], [[[2.376736158999551, 48.846637336507015], [2.376827402672451, 48.84676238983365], [2.376829358002078, 48.8467636519233], [2.376924221855634, 48.84682882955291], [2.376921117310689, 48.84683057072765], [2.376945536544858, 48.846847541054785], [2.376967285350017, 48.84686265468804], [2.3769769197906006, 48.846869351106676], [2.3772964163260473, 48.84709138383015], [2.3773616755135083, 48.84713673627086], [2.3774011678675713, 48.84716418150392], [2.3774340866577424, 48.84718603988967], [2.3776080812098708, 48.84730157444552], [2.3776080994702147, 48.84733073796876], [2.377748794794259, 48.84723492121018], [2.377722975191875, 48.847235677281205], [2.3776428546698996, 48.847180811689114], [2.3775211408002215, 48.84709746196352], [2.377440873383848, 48.84704249473497], [2.377207369496069, 48.846882590649635], [2.377052303408761, 48.84677639940445], [2.3770439361725075, 48.84677050821851], [2.3769507604642364, 48.84670488799493], [2.376949352166465, 48.8467039174496], [2.376736158999551, 48.846637336507015]]], [[[2.3760996630613844, 48.84617346620101], [2.3760466362734656, 48.846270128690314], [2.3762957304509142, 48.846438269112156], [2.3764608623208976, 48.84654973371401], [2.3764620682748308, 48.846548936873454], [2.376468602946838, 48.84655377619598], [2.376736158999551, 48.846637336507015], [2.376622084677894, 48.84648115430386], [2.3765533591270986, 48.846433966660335], [2.37648672321057, 48.84638821354771], [2.3764410824804854, 48.84635687590128], [2.3760996630613844, 48.84617346620101]]]], ""type"": ""MultiPolygon""}";48.84622950528459, 2.3762525692842007;Dénomination actuelle
15126;;;PASSAGE MIRIAM MAKEBA;passage Miriam Makeba;2013-11-13;21;Voie publique de la Ville de Paris;passage;;Miriam Makeba;12e;Bercy;113B2;rue de Charenton, 174 bis.;avenue Daumesnil, 133bis.;60;6.0;4;;;;Précédemment voie AA/12.;Délibération municipale du 12 et 13 novembre 2013.;;Ce passage, ouvert à la circulation piétonne, est une propriété communale (acquisition du 28 novembre 2001).;;Zenzile Makeba Qgwashu Nguvama (Johannesburg, 1932-Castel Volturno(Italie), 2008) chanteuse sud-africaine. Elle est décorée par la France au titre de Commandeur des Arts et Lettres en 1985 et reçois les insignes de Commandeur de la Légion d'Honneur en 2002.;;;;;"{""coordinates"": [[[2.3840309035195903, 48.84403116878217], [2.3834800897723616, 48.84380504139847], [2.383408164446133, 48.8438378255663], [2.3839738033752695, 48.84407074872182], [2.384010165855518, 48.84408572231052], [2.38411844388825, 48.84413030967625], [2.3841705274970044, 48.844088487827335], [2.3840630126937343, 48.8440443505182], [2.3840309035195903, 48.84403116878217]]], ""type"": ""Polygon""}";48.84396584407321, 2.3837949701411487;Dénomination actuelle
15029;;;PLACE LEO FERRE;place Léo Ferré;2008-11-25;21;Voie publique de la Ville de Paris;place;;Léo Ferré;12e;Quinze-Vingts;93D3;passage Brulon, 6.;impasse Druinot, 7.;25;10.0;4;3;;;Place précédemment dénommée voie DN/12.;Délibération municipale du 24 et 25 novembre 2008.;;"Voie créée sur une parcelle Ville de Paris dans le cadre de l'aménagement du secteur ""Brulon-Citeaux"".Voie privée ouverte à la circulation publique (arr. mun. du 27 juillet 2006).";;Léo Ferré (Monaco, 1916-Castellina in Chianti (Italie), 1993), auteur-compositeur-interprète.;;;;;"{""coordinates"": [[[2.3802596190057006, 48.84966600601081], [2.3801258304364827, 48.84967949215518], [2.3801770861831884, 48.84990404042498], [2.3803103746450405, 48.84988693263227], [2.380282809206861, 48.849766243134866], [2.3802596190057006, 48.84966600601081]]], ""type"": ""Polygon""}";48.849784176408484, 2.380218097404866;Dénomination actuelle
11571;;;RUE JULES COUSIN;rue Jules Cousin;1904-04-05;20;Voie publique de la Ville de Paris;rue;;Jules Cousin;04e;Arsenal;92D1;boulevard Henri IV, 15.;rue du Petit Musc, 10.;42;12.0;4;3;Non retenus au PSMV du Marais : Décret du 13 janvier 1905.;;Ouverte par la Ville de Paris sur l'emplacement de l'ancienne caserne des Célestins.;Arrêté du 5 avril 1904.;Décret du 13 janvier 1905.;;Arrêté du 18 novembre 1908.;"Jules Cousin (1830-1899), fondateur du musée Carnavalet ; voisinage de la bibliothèque de l'Arsenal, dont il fut bibliothécaire.";;Décret du 13 janvier 1905.;;;"{""coordinates"": [[[2.3633185050574474, 48.85185192349314], [2.36342062875027, 48.85178874224108], [2.363467056013666, 48.85176001924846], [2.363506308364857, 48.85173573505427], [2.363539926530078, 48.85171493645192], [2.3635863522993255, 48.85168621340387], [2.3636115047676385, 48.85167065255782], [2.363677414076282, 48.85166316072693], [2.3634253109329446, 48.85158619033808], [2.3634340111734695, 48.851630913842676], [2.36343034189625, 48.85163319576846], [2.3634051513132817, 48.85164886159878], [2.3633754001991782, 48.85166736400392], [2.363337218786612, 48.851691107947254], [2.3632472360636365, 48.851747067178756], [2.3632388057555116, 48.85175230961676], [2.363206872442985, 48.85177216918239], [2.3631349722963164, 48.85181688280947], [2.3631188064983135, 48.85182693518035], [2.3631032146953275, 48.8518366317621], [2.363071775673672, 48.851832321984126], [2.3632201972125224, 48.85193817000878], [2.363220183486186, 48.85191275149562], [2.363272077641174, 48.851880645526414], [2.3633185050574474, 48.85185192349314]]], ""type"": ""Polygon""}";48.85175401320476, 2.3633572128476077;Dénomination actuelle
10817;;;RUE DES FRANCS BOURGEOIS;rue des Francs Bourgeois;1893-12-26;19;Voie publique de la Ville de Paris;rue;des;Francs Bourgeois;03e,04e;Archives,Arsenal,Saint-Gervais;92B3,92A1;place des Vosges, 19.;rue des Archives, 56.;705;9.0;61;61;"Non retenus au PSMV du Marais : Arrêté présidentiel du 17 janvier 1849, sauf dans les parties régies par les textes suivants : Décret du 15 novembre 1912 (UP), côté impair, entre la place des Vosges et la rue de Turenne. Décret du 4 décembre 1880, côté pair, au droit du musée Carnavalet. Décret du 21 mars 1913 : côté pair, depuis le n° 34 jusqu'à la rue Vieille du Temple ; côté impair, entre la rue des Hospitalières Saint-Gervais et la rue Vieille du Temple. Les immeubles en saillie sur ces alignements ne sont pas soumis à la servitude de reculement. Arrêté du 6 mai 1952, côté impair, sur une longueur de 36,50 m environ avant le n° 53 bis.";Aux termes d'un contrat en date des 28 juin et 8 juillet 1913, passé entre la Ville de Paris et l'Assistance publique, il a été stipulé que cette dernière devrait édifier du côté impair, entre la place des Vosges et la rue de Turenne, des constructions d'une architecture identique à celle de la place des Vosges. Le contrat n'a pas eu d'effet et l'actuel immeuble (1922) s'oppose par son style à la place des Vosges.;"L'arr. du 2 avril 1868, réunissait la rue Neuve Sainte-Catherine (comprise entre les rues de Turenne et Payenne) et la rue de Paradis au Marais (comprise entre les rues Vieille du Temple et des Archives) à la rue des Francs Bourgeois (comprise entre les rues Payenne et Vieille du Temple). L'arr. du 26 décembre 1893, réunissait à la rue des Francs Bourgeois une partie de la rue des Vosges (comprise entre la rue de Turenne et la place des Vosges). La rue de Paradis au Marais était, en 1787, la rue des Jardins. La rue des Francs Bourgeois était, plus anciennement, rue des Poulies, des Viez Poulies ou Vieilles Poulies, Richard des Poulies et Ferri des Poulies ; pendant la Révolution, rue des Francs Citoyens. La rue des Vosges, ouverte vers 1606, a été appelée successivement : rue Henri IV, rue de l'Echarpe Blanche, rue de l'Echarpe puis rue des Vosges.";Arrêté du 2 avril 1868, parties comprises entre les rues de Turenne et Payenne et entre les rues Vieille du Temple et des Archives. Arrêté du 26 décembre 1893, partie comprise entre la rue de Turenne et la place des Vosges.;;"Largeur : 9 m entre la place des Vosges et la rue de Turenne ; 8 m entre la rue de Sévigné et la rue Payenne ; 13 m, le surplus.";Arrêté du 3 janvier 1894 : nos 2, 2 bis, 2 ter, 1 et 1 bis.;Maison d'aumône destinée à accueillir des bourgeois francs d'impôts du fait de leur pauvreté (emplacement des nos 32-36).;Arrêté municipal du 29 juin 1984, côté pair, angle des rues Vieille du Temple et des Francs Bourgeois.;Décret du 21 mars 1913, entre la rue des Hospitalières Saint-Gervais et la rue Vieille du Temple.;;;"{""coordinates"": [[[[2.362788186390646, 48.85694920489418], [2.3628396217234022, 48.85690043902724], [2.362750015805783, 48.856881906524784], [2.362480180384166, 48.85696988531175], [2.3623016639709644, 48.85702812302362], [2.362011128345635, 48.85712252960652], [2.36179631849906, 48.85719232935756], [2.361785672417053, 48.857195788136416], [2.361786629714382, 48.85719697049096], [2.3617780274383646, 48.85719981152402], [2.3616564672677853, 48.85724556777387], [2.3615561905795066, 48.857282322546], [2.361520448924985, 48.857295423337234], [2.3614900686423295, 48.857306558867066], [2.361397572110368, 48.85734058951881], [2.361361768165317, 48.85735376187792], [2.3612661813540865, 48.857388928901166], [2.361280716941373, 48.85740407239326], [2.3611513379140336, 48.857458391369576], [2.3611191414335275, 48.85747190757976], [2.361086946288075, 48.85748542468771], [2.360951940240118, 48.85754210477315], [2.360953012899021, 48.85754321490283], [2.360945426489068, 48.85754689859523], [2.3609440361895153, 48.85754590548333], [2.3609403600392627, 48.85754781585533], [2.360941779279071, 48.85754978311745], [2.360904688707464, 48.85756537851011], [2.3609031507150733, 48.85756409232035], [2.360893484362953, 48.85756933696403], [2.3608914602406426, 48.857567903382495], [2.360750699694078, 48.857626444736404], [2.3607223414752894, 48.85758938663501], [2.3606789425061705, 48.85761169068005], [2.3606471459233553, 48.857628031957304], [2.360549861869885, 48.85767802860392], [2.360512504305382, 48.857697481556386], [2.360543302290778, 48.8577291962164], [2.3605359382658384, 48.857732524029196], [2.360534400338117, 48.85773134395842], [2.360490218668757, 48.85775310593965], [2.360491536837594, 48.85775420119704], [2.3604837688927125, 48.857757900977326], [2.360481894154481, 48.85775662287553], [2.3604357014021344, 48.85777943891839], [2.3604370889716146, 48.85778065416075], [2.3604279331373217, 48.85778527374886], [2.360426545925294, 48.85778436248846], [2.3604206712578897, 48.857787163141296], [2.360391428178853, 48.85780110234425], [2.3603851298850564, 48.85780410398401], [2.360385732022331, 48.85780490492542], [2.3603758865575086, 48.85781007662137], [2.360373850510405, 48.85780872660708], [2.3603300249058448, 48.85782922954375], [2.3603263688815024, 48.8578309403486], [2.36032752532583, 48.85783188635058], [2.3603233178759675, 48.85783399441819], [2.3603217451212113, 48.857832986833735], [2.360273427963946, 48.85785653162148], [2.3602743998237314, 48.85785752520202], [2.3602685775915715, 48.857860272166626], [2.3602673284580993, 48.8578589938087], [2.3602655283827576, 48.85785984935957], [2.3601965992070766, 48.8578925957849], [2.3601732983797756, 48.85787225202898], [2.3601668437455614, 48.85787555230461], [2.360165495193067, 48.857874600777194], [2.3601299871799477, 48.8578933638038], [2.36013132832586, 48.857894474476836], [2.360090359647062, 48.857916061028455], [2.360088039681075, 48.85791496760449], [2.3600456157434397, 48.85793696365665], [2.359954120473927, 48.857984403340765], [2.359918231219403, 48.85800301137497], [2.359829913970997, 48.858048802366625], [2.3597145578518104, 48.85810746939866], [2.3596783985143768, 48.85812585917153], [2.3595645438941317, 48.858183762449485], [2.359405307163348, 48.858265191585595], [2.3592102041252523, 48.85836682749055], [2.359100787785225, 48.85842427833073], [2.3590629305019633, 48.858444157136425], [2.3589641579651213, 48.858496018744454], [2.3589626846061322, 48.85849679238614], [2.358927263611833, 48.8585153918346], [2.358924827217491, 48.8585166711469], [2.358843823911825, 48.858559203567545], [2.35885129519887, 48.85859303213734], [2.3588600071934303, 48.85863247839077], [2.3588761905316207, 48.85870575230771], [2.3588872224202904, 48.85869778652155], [2.3589556539518264, 48.85864836876687], [2.3590272579468836, 48.85859665933564], [2.3591478889212874, 48.8585095451445], [2.3592030713502457, 48.85846969461192], [2.3592437692632062, 48.85844669494272], [2.3592767892969233, 48.858428033080806], [2.359299777582364, 48.85841504095669], [2.3593542293832535, 48.85838426806718], [2.3593993072165236, 48.85835754420475], [2.359503205076707, 48.858309573271356], [2.359532536479768, 48.858296031374714], [2.3595352533157135, 48.858294776933924], [2.359572884621514, 48.858277402354915], [2.359611240740234, 48.858308064979646], [2.3597803540939526, 48.858223360822755], [2.3597467031728936, 48.858195783010565], [2.359825075457837, 48.85815839726174], [2.3598791273659363, 48.8581326133782], [2.359950785668274, 48.85809842928819], [2.359949069949926, 48.858097298622894], [2.3599580129612665, 48.85809325801412], [2.359959729908177, 48.85809495437654], [2.359990103742236, 48.85808085764735], [2.3599881302186163, 48.85807885593305], [2.3599975966604614, 48.858074588786735], [2.3599990437884086, 48.858076503146776], [2.3600739192969886, 48.85804048173034], [2.360098785483225, 48.85806099575583], [2.3602476825899306, 48.857981659858815], [2.360291041430205, 48.857958557138225], [2.3603883599670206, 48.857906702839095], [2.3603755511592905, 48.85789524051812], [2.3605768271349414, 48.85779815310876], [2.360586345115625, 48.85780622616403], [2.360636468668028, 48.857780517173815], [2.3606343338706237, 48.857778772721346], [2.3606400236606886, 48.8577761536382], [2.3606416495276488, 48.85777783151759], [2.360657563803208, 48.85776958407268], [2.3606555901058823, 48.85776792861749], [2.3606620439676265, 48.85776490980768], [2.360663749698225, 48.85776674370095], [2.360712672012208, 48.85774195548969], [2.3608770841983935, 48.85766764720523], [2.361078252166684, 48.85759355653204], [2.361069160359376, 48.85758318165649], [2.3613194771110204, 48.857478855144585], [2.3616634881837664, 48.85733353375055], [2.3617387070346325, 48.85730412692953], [2.361867938698059, 48.85724784774634], [2.3619413154686506, 48.85722493686984], [2.3619394701569396, 48.85722236748101], [2.3619497118402366, 48.85721932113254], [2.361951555830677, 48.85722155325805], [2.3620991124339774, 48.857173575399855], [2.3620978853832044, 48.857171381640015], [2.3621097704209095, 48.85716780622707], [2.3621110918551236, 48.8571697495713], [2.36218774416686, 48.85714500784032], [2.3621863202300912, 48.85714253063607], [2.3621959258944822, 48.85713933158442], [2.362197467666773, 48.85714108993674], [2.3623488583272927, 48.8570917301186], [2.3624980319013784, 48.85704309216622], [2.362691003482956, 48.856980174488854], [2.3626922121167824, 48.85698186990497], [2.3627304592956477, 48.856969471008085], [2.362728954373422, 48.856967707462566], [2.362788186390646, 48.85694920489418]]], [[[2.3570030447931782, 48.86007821926725], [2.3570087928256793, 48.86007389820719], [2.3570129445831265, 48.86006926009378], [2.3570151781231137, 48.860063885000585], [2.3570156547875025, 48.86005861558423], [2.3570156523967856, 48.86005229315548], [2.3570129372506288, 48.86005229385598], [2.357012934945315, 48.860048394271026], [2.3570151716694356, 48.860048393698015], [2.357015169985976, 48.86004554815215], [2.357020440792587, 48.8600455476928], [2.3570252296169185, 48.86003722117849], [2.35702315273264, 48.86003553543373], [2.357034968622829, 48.860028367262146], [2.3570372048522077, 48.86002984251608], [2.3570807972111045, 48.86000254048551], [2.3570788797467133, 48.86000074857574], [2.3570906954922792, 48.859993369950274], [2.357093208733231, 48.85999459847137], [2.357333581283948, 48.859840785336225], [2.357331991185089, 48.859838973604], [2.3573440467549593, 48.85983159444209], [2.3573458031368424, 48.8598329645879], [2.3573917092284966, 48.85980281673805], [2.3573899529116122, 48.859801551816936], [2.357398574923138, 48.85979628116981], [2.3574005711367363, 48.85979754558029], [2.3574087950854508, 48.85979216936986], [2.357407828700286, 48.85977172559566], [2.3573899359159047, 48.85976071592556], [2.357425008449272, 48.85973611372432], [2.3574270661592047, 48.85973736497447], [2.3574679555627442, 48.85970694013711], [2.357466226758407, 48.85970587591936], [2.3576229374213344, 48.85959700664811], [2.3576208359326003, 48.85959576865642], [2.357658946892217, 48.859569135777654], [2.357660391488421, 48.8595702569249], [2.357693000414834, 48.85954646072475], [2.3576953165656818, 48.85954476979075], [2.3576933225172327, 48.85954321940376], [2.357699475007646, 48.859539138807236], [2.35770138289889, 48.85953982805542], [2.357735737536199, 48.85951472636576], [2.3577335214542523, 48.859513164894885], [2.3577715277351197, 48.85948517340118], [2.3577731602912437, 48.85948641606854], [2.3578104337606565, 48.85945816071755], [2.3578771313704263, 48.85940859040195], [2.3578797546421044, 48.85940664120052], [2.3578773586436648, 48.859405411525664], [2.357885608356683, 48.859399262879144], [2.3578877382775483, 48.85940018444835], [2.357908893662501, 48.85938424189457], [2.357906564447058, 48.85938301257855], [2.357912884265148, 48.85937818101328], [2.3579150801485063, 48.859379058867844], [2.357935304135563, 48.859364037640546], [2.3579328413005727, 48.859362369625515], [2.357939561310758, 48.85935780191628], [2.3579416247467044, 48.859359030704994], [2.35794621527551, 48.85935538599305], [2.357944417651293, 48.8593543762729], [2.357948741347225, 48.85935103770633], [2.3579510707954743, 48.8593519162769], [2.357979078792143, 48.859330043299124], [2.357976882046084, 48.85932868249091], [2.3579840010825186, 48.85932358810306], [2.3579866626365633, 48.859325168147755], [2.3579901884586256, 48.859322313645265], [2.3579881918166445, 48.85932108431635], [2.35799590887064, 48.85931524307944], [2.3579983716834008, 48.859316691652154], [2.3580191277006612, 48.85930118671686], [2.358016399619105, 48.859299475011106], [2.3580238653591357, 48.85929400745241], [2.358026105806779, 48.85929536129941], [2.3580471157296437, 48.859279934165784], [2.3580448755037478, 48.859278230473805], [2.358053239628221, 48.859272416986634], [2.358055941049649, 48.859273858744075], [2.358059178647711, 48.85927138671516], [2.358119391387814, 48.85922540584594], [2.3581658729443493, 48.85925335239136], [2.3582664085535554, 48.859177712253036], [2.358350121267115, 48.859114730090695], [2.3583522553652516, 48.85911619757887], [2.358395347549376, 48.85908434616584], [2.3586600054318185, 48.85888872295923], [2.3586930779402175, 48.858864398345446], [2.3586986773667316, 48.858860279657456], [2.3587215124284957, 48.85884348527942], [2.358799838184248, 48.85878587630946], [2.358828455523256, 48.858764828395046], [2.358749138328668, 48.85876202191469], [2.3586049221659984, 48.85875691956235], [2.358535788884188, 48.858754473302675], [2.3582500902143817, 48.85896573911168], [2.358283972546009, 48.85899829736229], [2.3582262040736315, 48.85904294960193], [2.3581382535285202, 48.85911093001462], [2.358136811528246, 48.85911015153846], [2.358133621778108, 48.859112391794454], [2.3581315718146674, 48.85911383144826], [2.3581333410572722, 48.85911504246772], [2.358011986093809, 48.85920380382448], [2.3580047541501488, 48.85919959025094], [2.3578283806028724, 48.85932931924747], [2.3578301338117487, 48.85933061472388], [2.3578147832086125, 48.859342153728235], [2.3578133190570596, 48.85934129238939], [2.3576905379236144, 48.859431552162974], [2.3576919949026043, 48.85943299534311], [2.3576584991391267, 48.8594574217247], [2.3576043204837207, 48.859496931560145], [2.3575667356278083, 48.85952434158633], [2.3575644221694563, 48.85952327153306], [2.3574385458372697, 48.85961565576965], [2.3574402803756707, 48.8596169178753], [2.3574243713535856, 48.859627967281696], [2.3574216986732677, 48.85962662639179], [2.3571956427747276, 48.85978466442315], [2.357169880390866, 48.859802675782205], [2.3571850122779825, 48.859812421460056], [2.3570066427842096, 48.85993633318311], [2.35690111844687, 48.86000917183088], [2.357003055679492, 48.860103511686496], [2.3570075258288, 48.860100244091605], [2.357005126554712, 48.86009044359712], [2.357000654219406, 48.8600900229545], [2.3570006507160612, 48.86008180289592], [2.3570040051229664, 48.86008180203311], [2.3570030447931782, 48.86007821926725]]], [[[2.3628396217234022, 48.85690043902724], [2.3629375709495193, 48.85692069766481], [2.3632080172065044, 48.856837297890614], [2.363221797494456, 48.85685818128093], [2.3633877122726847, 48.856805271254935], [2.3633688324626645, 48.85677775502687], [2.363794756875359, 48.856652800032364], [2.3640477094833794, 48.85657858933632], [2.364155827929319, 48.856546870028325], [2.364228728885902, 48.85652548231352], [2.364333307930891, 48.85645418792217], [2.364186728538335, 48.85646397204051], [2.3640752201375546, 48.85649718786806], [2.3639718724825696, 48.85652797375503], [2.3638703679266944, 48.856558045373724], [2.3637665296598542, 48.85658880778977], [2.363663557123218, 48.856619314807084], [2.3635603122718134, 48.85664990122879], [2.363491181682669, 48.85667020688797], [2.3634588117567876, 48.85667971440563], [2.3634150901047244, 48.85669255657198], [2.3633182496558525, 48.856721001326854], [2.363160869694717, 48.85676722684566], [2.3630059713513973, 48.85681088872962], [2.362999418517076, 48.8568015113992], [2.3629148916045937, 48.856829077057846], [2.3628396217234022, 48.85690043902724]]], [[[2.364333307930891, 48.85645418792217], [2.364505160126294, 48.856442716661114], [2.3645916187372062, 48.85642829334527], [2.3647794533745903, 48.85639695807137], [2.364755838622374, 48.85631619427333], [2.3646890364348803, 48.85632725417595], [2.3646199030024957, 48.85633870007498], [2.3645881837126326, 48.85634395203085], [2.364532666062345, 48.856353144460066], [2.3644651194774076, 48.85636432799237], [2.364333307930891, 48.85645418792217]]]], ""type"": ""MultiPolygon""}";48.85805904885674, 2.3603318288857884;Dénomination actuelle
13656;;;PASSAGE SAINT-PAUL;passage Saint-Paul;1877-02-01;19;Voie publique de la Ville de Paris;passage;;Saint-Paul;04e;Saint-Gervais;92C2,92A4;rue Saint-Paul, 43.;en impasse à l'église Saint-Paul.;60;3.0;8;7;Retenus au PSMV du Marais : Arrêté municipal du 9 mai 1996.;;Précédemment passage Saint-Louis et antérieurement, avenue des Jésuites. Il est indiqué sur le plan de Gomboust (1652).;Arrêté du 1er février 1877.;Arrêté municipal du 9 mai 1996.;;;Voisinage de la rue et de l'église Saint-Paul.;;Arrêté municipal du 9 mai 1996.;;;"{""coordinates"": [[[2.3616067167771027, 48.854578549022214], [2.3616297399975004, 48.85457019456198], [2.361630754715726, 48.854571580480716], [2.3617875055595685, 48.85451676024754], [2.3617886932746646, 48.854518264902836], [2.3619595723722377, 48.85445645988503], [2.361960654735095, 48.85445766449265], [2.3620053066811932, 48.85444029146867], [2.3620443235346977, 48.85442511068309], [2.3620662615341925, 48.85441621883549], [2.362083908740232, 48.854409145981684], [2.362115851750314, 48.85439634311973], [2.362154227716045, 48.85438096192341], [2.3622093007891407, 48.854359408425445], [2.362262214220441, 48.85433870047417], [2.362314688357125, 48.854318471311544], [2.3623205751063527, 48.85431620214108], [2.3623271342050916, 48.85431367304323], [2.362303452272521, 48.854287004256825], [2.3622391980266064, 48.85431153428463], [2.362215509681912, 48.854320577818875], [2.362180997265317, 48.85433375283398], [2.3620918550274506, 48.854367784874945], [2.3620599496402708, 48.85437996468042], [2.3619818777873456, 48.85441255554005], [2.361975554129321, 48.85440520379416], [2.3618743687600983, 48.85444829268436], [2.3618735564696878, 48.85444762642935], [2.361802826825125, 48.8544769395168], [2.361784473862096, 48.85448454637721], [2.3617626114045582, 48.85449360675475], [2.361764073430322, 48.85449563719569], [2.3617037336730164, 48.854517541020584], [2.361705132757622, 48.85451914663228], [2.361668221722306, 48.85453218549218], [2.3616668521603827, 48.8545305062907], [2.361629037567587, 48.854544653716], [2.3616248163292206, 48.85453834652405], [2.3616018307575923, 48.85454618765442], [2.361588897514933, 48.85455060012261], [2.3616067167771027, 48.854578549022214]]], ""type"": ""Polygon""}";48.85443164875566, 2.36196993636377;Dénomination actuelle
