id;id_fantoir;numero;rep;nom_voie;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;type_position;alias;nom_ld;libelle_acheminement;nom_afnor;source_position;source_nom_voie;certification_commune;cad_parcelles;geo
75113_2469_00036;751132469;36;;Rue de Croulebarbe;75013;75113;Paris 13e Arrondissement;;;652328.41;6859364.45;2.350583;48.832571;parcelle;;;PARIS;RUE DE CROULEBARBE;commune;commune;1;;48.832571, 2.350583
75113_2469_00039;751132469;39;;Rue de Croulebarbe;75013;75113;Paris 13e Arrondissement;;;652335.71;6859341.48;2.350685;48.832365;parcelle;;;PARIS;RUE DE CROULEBARBE;commune;commune;1;;48.832365, 2.350685
75113_2469_00065;751132469;65;;Rue de Croulebarbe;75013;75113;Paris 13e Arrondissement;;;652191.21;6859205.57;2.348732;48.831132;parcelle;;;PARIS;RUE DE CROULEBARBE;commune;commune;1;;48.831132, 2.348732
75113_0875_00006;751130875;6;;Rue Berbier du Mets;75013;75113;Paris 13e Arrondissement;;;652418.19;6859499.37;2.351791;48.833791;parcelle;;;PARIS;RUE BERBIER DU METS;commune;commune;1;;48.833791, 2.351791
75113_0875_00008;751130875;8;;Rue Berbier du Mets;75013;75113;Paris 13e Arrondissement;;;652412.01;6859532.67;2.351703;48.83409;parcelle;;;PARIS;RUE BERBIER DU METS;commune;commune;1;;48.83409, 2.351703
75113_9173_00014;751139173;14;;Rue des Tanneries;75013;75113;Paris 13e Arrondissement;;;651978.28;6859483.76;2.3458;48.833618;parcelle;;;PARIS;RUE DES TANNERIES;commune;commune;1;;48.833618, 2.3458
75113_9173_00018;751139173;18;;Rue des Tanneries;75013;75113;Paris 13e Arrondissement;;;651981.16;6859468.28;2.345841;48.833479;parcelle;;;PARIS;RUE DES TANNERIES;commune;commune;1;;48.833479, 2.345841
75113_9173_00021;751139173;21;;Rue des Tanneries;75013;75113;Paris 13e Arrondissement;;;652006.79;6859417.14;2.346196;48.833021;parcelle;;;PARIS;RUE DES TANNERIES;commune;commune;1;;48.833021, 2.346196
75113_9173_00023;751139173;23;;Rue des Tanneries;75013;75113;Paris 13e Arrondissement;;;652012.46;6859401.42;2.346275;48.83288;parcelle;;;PARIS;RUE DES TANNERIES;commune;commune;1;;48.83288, 2.346275
75113_9173_00026;751139173;26;;Rue des Tanneries;75013;75113;Paris 13e Arrondissement;;;651999.69;6859410.64;2.3461;48.832962;parcelle;;;PARIS;RUE DES TANNERIES;commune;commune;1;;48.832962, 2.3461
75113_4212_00004;751134212;4;;Villa des Gobelins;75013;75113;Paris 13e Arrondissement;;;652523.21;6859495.73;2.353222;48.833766;parcelle;;;PARIS;VILLA DES GOBELINS;commune;commune;1;;48.833766, 2.353222
75113_4212_00005;751134212;5;;Villa des Gobelins;75013;75113;Paris 13e Arrondissement;;;652518.16;6859478.87;2.353155;48.833614;parcelle;;;PARIS;VILLA DES GOBELINS;commune;commune;1;;48.833614, 2.353155
75113_9940_00019;751139940;19;;Rue des Wallons;75013;75113;Paris 13e Arrondissement;;;652946.4;6859991.77;2.358932;48.838258;parcelle;;;PARIS;RUE DES WALLONS;commune;commune;1;;48.838258, 2.358932
75113_9940_00022;751139940;22;;Rue des Wallons;75013;75113;Paris 13e Arrondissement;;;652931.22;6860003.13;2.358724;48.838359;parcelle;;;PARIS;RUE DES WALLONS;commune;commune;1;;48.838359, 2.358724
75113_9940_00025;751139940;25;;Rue des Wallons;75013;75113;Paris 13e Arrondissement;;;652921.03;6859977.52;2.358588;48.838128;parcelle;;;PARIS;RUE DES WALLONS;commune;commune;1;;48.838128, 2.358588
75113_9940_00018_b;751139940;18;b;Rue des Wallons;75013;75113;Paris 13e Arrondissement;;;652967.35;6860022.74;2.359214;48.838538;parcelle;;;PARIS;RUE DES WALLONS;commune;commune;1;;48.838538, 2.359214
75113_4755_00004;751134755;4;;Place d'Italie;75013;75113;Paris 13e Arrondissement;;;652622.13;6859302.55;2.354591;48.832036;parcelle;;;PARIS;PLACE D ITALIE;commune;commune;1;;48.832036, 2.354591
75113_5433_00005;751135433;5;;Rue Le Brun;75013;75113;Paris 13e Arrondissement;;;652677.04;6859886.55;2.355274;48.837292;parcelle;;;PARIS;RUE LE BRUN;commune;commune;1;;48.837292, 2.355274
75113_5433_00007;751135433;7;;Rue Le Brun;75013;75113;Paris 13e Arrondissement;;;652675.43;6859879.11;2.355253;48.837225;parcelle;;;PARIS;RUE LE BRUN;commune;commune;1;;48.837225, 2.355253
75113_5433_00012;751135433;12;;Rue Le Brun;75013;75113;Paris 13e Arrondissement;;;652647.56;6859827.86;2.354879;48.836762;parcelle;;;PARIS;RUE LE BRUN;commune;commune;1;;48.836762, 2.354879
75113_5433_00015;751135433;15;;Rue Le Brun;75013;75113;Paris 13e Arrondissement;;;652659.87;6859806.85;2.355049;48.836574;parcelle;;;PARIS;RUE LE BRUN;commune;commune;1;;48.836574, 2.355049
75113_5433_00038;751135433;38;;Rue Le Brun;75013;75113;Paris 13e Arrondissement;;;652565.26;6859672.97;2.353775;48.835363;parcelle;;;PARIS;RUE LE BRUN;commune;commune;1;;48.835363, 2.353775
75113_5061_00007;751135061;7;;Rue Jules Breton;75013;75113;Paris 13e Arrondissement;;;652876.61;6859993.12;2.357981;48.838265;parcelle;;;PARIS;RUE JULES BRETON;commune;commune;1;;48.838265, 2.357981
75113_7741_00004;751137741;4;;Cité de Port-Royal;75013;75113;Paris 13e Arrondissement;;;651860.05;6859876.82;2.344145;48.837144;parcelle;;;PARIS;CITE DE PORT ROYAL;commune;commune;1;;48.837144, 2.344145
75113_0028_00004;751130028;4;;Rue Abel Hovelacque;75013;75113;Paris 13e Arrondissement;;;652562.45;6859429.13;2.353764;48.83317;parcelle;;;PARIS;RUE ABEL HOVELACQUE;commune;commune;1;;48.83317, 2.353764
75113_0028_00007_b;751130028;7;b;Rue Abel Hovelacque;75013;75113;Paris 13e Arrondissement;;;652541.1;6859385.72;2.353478;48.832778;parcelle;;;PARIS;RUE ABEL HOVELACQUE;commune;commune;1;;48.832778, 2.353478
75113_1313_00069;751131313;69;;Rue Broca;75013;75113;Paris 13e Arrondissement;;;652069.84;6859851.06;2.347006;48.836928;parcelle;;;PARIS;RUE BROCA;commune;commune;1;;48.836928, 2.347006
75113_1313_00071;751131313;71;;Rue Broca;75013;75113;Paris 13e Arrondissement;;;652073.92;6859837.91;2.347063;48.83681;parcelle;;;PARIS;RUE BROCA;commune;commune;1;;48.83681, 2.347063
75113_1313_00080;751131313;80;;Rue Broca;75013;75113;Paris 13e Arrondissement;;;652042.64;6859774.67;2.346644;48.836239;parcelle;;;PARIS;RUE BROCA;commune;commune;1;;48.836239, 2.346644
75113_1313_00093;751131313;93;;Rue Broca;75013;75113;Paris 13e Arrondissement;;;652043.22;6859711.29;2.346659;48.835669;parcelle;;;PARIS;RUE BROCA;commune;commune;1;;48.835669, 2.346659
75113_7831_00003;751137831;3;;Rue Primatice;75013;75113;Paris 13e Arrondissement;;;652701.88;6859503.28;2.355655;48.833847;parcelle;;;PARIS;RUE PRIMATICE;commune;commune;1;;48.833847, 2.355655
75113_3219_00011;751133219;11;;Rue Emile Deslandres;75013;75113;Paris 13e Arrondissement;;;652263.77;6859591.82;2.349677;48.834611;parcelle;;;PARIS;RUE EMILE DESLANDRES;commune;commune;1;;48.834611, 2.349677
75113_8147_00001;751138147;1;;Rue René Panhard;75013;75113;Paris 13e Arrondissement;;;652975.66;6860042.58;2.359325;48.838717;parcelle;;;PARIS;RUE RENE PANHARD;commune;commune;1;;48.838717, 2.359325
75113_9702_00010;751139702;10;;Rue Véronèse;75013;75113;Paris 13e Arrondissement;;;652633.42;6859498.27;2.354723;48.833797;parcelle;;;PARIS;RUE VERONESE;commune;commune;1;;48.833797, 2.354723
75113_7383_00002;751137383;2;;Rue Philippe de Champagne;75013;75113;Paris 13e Arrondissement;;;652727.61;6859400.65;2.356017;48.832926;parcelle;;;PARIS;RUE PHILIPPE DE CHAMPAGNE;commune;commune;1;;48.832926, 2.356017
75113_7383_00003;751137383;3;;Rue Philippe de Champagne;75013;75113;Paris 13e Arrondissement;;;652703.11;6859384.95;2.355685;48.832783;parcelle;;;PARIS;RUE PHILIPPE DE CHAMPAGNE;commune;commune;1;;48.832783, 2.355685
75113_3128_00001;751133128;1;;Rue Edmond Gondinet;75013;75113;Paris 13e Arrondissement;;;652140.35;6859170.63;2.348043;48.830814;parcelle;;;PARIS;RUE EDMOND GONDINET;commune;commune;1;;48.830814, 2.348043
75113_8633_00002;751138633;2;;Rue Saint-Hippolyte;75013;75113;Paris 13e Arrondissement;;;652164.03;6859754.1;2.3483;48.836063;parcelle;;;PARIS;RUE SAINT HIPPOLYTE;commune;commune;1;;48.836063, 2.3483
75113_8633_00003;751138633;3;;Rue Saint-Hippolyte;75013;75113;Paris 13e Arrondissement;;;652141.83;6859741.72;2.347999;48.83595;parcelle;;;PARIS;RUE SAINT HIPPOLYTE;commune;commune;1;;48.83595, 2.347999
75113_8633_00020;751138633;20;;Rue Saint-Hippolyte;75013;75113;Paris 13e Arrondissement;;;652070.35;6859761.1;2.347023;48.836119;parcelle;;;PARIS;RUE SAINT HIPPOLYTE;commune;commune;1;;48.836119, 2.347023
75113_8633_00021;751138633;21;;Rue Saint-Hippolyte;75013;75113;Paris 13e Arrondissement;;;651997.81;6859759.48;2.346035;48.836099;parcelle;;;PARIS;RUE SAINT HIPPOLYTE;commune;commune;1;;48.836099, 2.346035
75113_8086_00007;751138086;7;;Rue des Reculettes;75013;75113;Paris 13e Arrondissement;;;652402.31;6859299.68;2.351597;48.831994;parcelle;;;PARIS;RUE DES RECULETTES;commune;commune;1;;48.831994, 2.351597
75113_8086_00022;751138086;22;;Rue des Reculettes;75013;75113;Paris 13e Arrondissement;;;652341.2;6859277.61;2.350767;48.831791;parcelle;;;PARIS;RUE DES RECULETTES;commune;commune;1;;48.831791, 2.350767
75113_8086_00025;751138086;25;;Rue des Reculettes;75013;75113;Paris 13e Arrondissement;;;652328.25;6859247.03;2.350594;48.831515;parcelle;;;PARIS;RUE DES RECULETTES;commune;commune;1;;48.831515, 2.350594
75113_0132_00008;751130132;8;;Square Albin Cachot;75013;75113;Paris 13e Arrondissement;;;651780.97;6859406.34;2.343121;48.832907;parcelle;;;PARIS;SQUARE ALBIN CACHOT;commune;commune;1;;48.832907, 2.343121
75113_0132_00009;751130132;9;;Square Albin Cachot;75013;75113;Paris 13e Arrondissement;;;651808.93;6859405.88;2.343502;48.832905;parcelle;;;
